"ABMS_DATA_ID","ENTITY_ID","CERT_BOARD","CERTIFICATE","CERTIFICATE_TYPE","EFFECTIVE_DT","EXPIRATION_DT","LAST_REPORTED_DT","CERT_STAT_DESC","DURATION_TYPE_DESC","MOC_MET_RQT","REACTIVATION_DT","INSERT_DTM","INSERT_USER_ID","END_DT","CERTIFICATION_ID","ABMS_BIO_ID","MOC_PATHWAY_BRD_MSG","MOC_PATHWAY_ID","ABMS_RECORD_TYPE"
155271387,40226533,"American Board of Pathology","Pathology - Anatomic/Pathology - Clinical","General",2017-04-100,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-01-31,2023/04/26:05:17:00 AM,"PEPFETL ",,2520637,1132857,,,"Active"
155271388,39688086,"American Board of Obstetrics and Gynecology","Obstetrics & Gynecology","General",2017-11-317,2019-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2574953,1133778,,,"Expired"
152235201,40299138,"American Board of Psychiatry and Neurology","Neurology","General",2017-09-254,,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",2024-03-61,2023/04/12:05:06:03 AM,"PEPFETL ",,2638930,1161205,,,"Active"
152235202,40362487,"American Board of Psychiatry and Neurology","Neurology","General",2017-09-254,,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",2024-03-61,2023/04/12:05:06:03 AM,"PEPFETL ",,2638931,1161206,,,"Active"
152235203,40540938,"American Board of Psychiatry and Neurology","Neurology","General",2017-09-254,,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",2024-03-61,2023/04/12:05:06:03 AM,"PEPFETL ",,2638932,1161207,,,"Active"
155271389,39688086,"American Board of Obstetrics and Gynecology","Obstetrics & Gynecology","General",2019-12-365,2020-12-365,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2647922,1133778,,,"Expired"
152235204,28857097,"American Board of Psychiatry and Neurology","Neurology","General",2017-09-254,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-03-61,2023/04/12:05:06:03 AM,"PEPFETL ",,2638933,1161208,,,"Active"
152235205,42804654,"American Board of Psychiatry and Neurology","Neurology","General",2017-09-254,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-03-61,2023/04/12:05:06:03 AM,"PEPFETL ",,2638934,1161209,,,"Active"
152235206,42804654,"American Board of Psychiatry and Neurology","Epilepsy","Sub-specialty",2018-10-295,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-03-61,2023/04/12:05:06:03 AM,"PEPFETL ",,2760078,1161209,,,"Active"
152235207,43806876,"American Board of Psychiatry and Neurology","Neurology","General",2017-09-254,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-03-61,2023/04/12:05:06:03 AM,"PEPFETL ",,2638936,1161210,,,"Active"
152235208,40418491,"American Board of Psychiatry and Neurology","Neurology","General",2017-09-254,,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",2024-03-61,2023/04/12:05:06:03 AM,"PEPFETL ",,2638939,1161213,,,"Active"
152235209,21500371,"American Board of Pediatrics","Pediatrics","General",2017-10-291,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-02-46,2023/04/12:05:06:03 AM,"PEPFETL ",,2633214,1159580,,,"Active"
152235210,44574344,"American Board of Pediatrics","Pediatrics","General",2017-10-291,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-02-46,2023/04/12:05:06:03 AM,"PEPFETL ",,2633215,1159581,,,"Active"
152235211,43056620,"American Board of Pediatrics","Pediatrics","General",2017-10-291,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-02-46,2023/04/12:05:06:03 AM,"PEPFETL ",,2633216,1159582,,,"Active"
147328573,40014633,"American Board of Internal Medicine","Internal Medicine","General",2009-08-224,2020-12-365,,"Initial Certification","Time Limited","Y  ",,2019/09/26:05:02:22 AM,"PEPFETL ",,1640703,904021,,,"Expired"
147329347,40022199,"American Board of Internal Medicine","Internal Medicine","General",2016-08-232,,,"Initial Certification","Maintenance of Certification","Y  ",2020-04-92,2019/09/26:05:02:23 AM,"PEPFETL ",,2433359,1096791,,,"Active"
152235212,39474691,"American Board of Radiology","Neuroradiology","Sub-specialty",2018-10-298,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-03-75,2023/04/12:05:06:03 AM,"PEPFETL ",,2779042,1159888,,,"Active"
152235215,38928132,"American Board of Radiology","Diagnostic Radiology","General",2017-10-294,2019-10-302,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",,2023/04/12:05:06:03 AM,"PEPFETL ",,2637083,1159891,,,"Converted"
155271390,39688086,"American Board of Obstetrics and Gynecology","Obstetrics & Gynecology","General",2020-12-365,2021-12-366,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2782503,1133778,,,"Expired"
152235213,39742153,"American Board of Radiology","Diagnostic Radiology","General",2017-10-294,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-03-75,2023/04/12:05:06:03 AM,"PEPFETL ",,2637081,1159889,,,"Active"
152235214,29433244,"American Board of Radiology","Diagnostic Radiology","General",2017-10-294,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-03-75,2023/04/12:05:06:03 AM,"PEPFETL ",,2637082,1159890,,,"Active"
155271391,39526769,"American Board of Surgery","Surgery","General",2018-03-87,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2647107,1140346,,,"Active"
155271392,27645562,"American Board of Surgery","Surgical Critical Care","Sub-specialty",2017-10-290,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2584858,1140072,,,"Active"
155271393,27645562,"American Board of Surgery","Surgery","General",2017-10-290,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2638436,1140072,,,"Active"
155271394,39063358,"American Board of Surgery","Surgery","General",2017-10-291,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2638522,1140983,,,"Active"
155271395,40350228,"American Board of Surgery","Surgery","General",2017-10-289,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2638670,1140178,,,"Active"
155271396,38944954,"American Board of Surgery","Surgery","General",2018-03-85,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2647010,1141025,,,"Active"
155271397,39172857,"American Board of Surgery","Surgery","General",2017-10-289,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2638555,1140836,,,"Active"
155275797,21537850,"American Board of Internal Medicine","Internal Medicine","General",2017-12-352,,2023-05-124,"Re-Certification","Maintenance of Certification","Y  ",2024-04-92,2023/05/03:05:16:58 AM,"PEPFETL ",,2608071,858657,,,"Active"
155275798,26924387,"American Board of Internal Medicine","Internal Medicine","General",2006-08-227,2016-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/05/03:05:16:58 AM,"PEPFETL ",,1395126,837092,,,"Expired"
155271398,43938371,"American Board of Internal Medicine","Internal Medicine","General",2017-08-229,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2561861,1142166,,,"Expired"
155271399,44619194,"American Board of Internal Medicine","Internal Medicine","General",2017-08-234,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2560615,1142361,,,"Expired"
147337803,39660643,"American Board of Nuclear Medicine","Nuclear Medicine","General",2016-10-282,2027-12-365,,"Initial Certification","Time Limited","Y  ",,2019/10/19:05:02:06 AM,"PEPFETL ",,2475867,947515,,,"Active"
147337804,39660643,"American Board of Family Medicine","Family Medicine","General",2010-07-196,2021-12-366,,"Initial Certification","Time Limited","Y  ",,2019/10/19:05:02:06 AM,"PEPFETL ",,1727205,947515,,,"Active"
155271400,43929648,"American Board of Internal Medicine","Internal Medicine","General",2017-08-230,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2562965,1141984,,,"Expired"
155271401,43253596,"American Board of Internal Medicine","Internal Medicine","General",2017-08-234,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2556156,1142031,,,"Expired"
155271402,44922081,"American Board of Internal Medicine","Internal Medicine","General",2017-08-233,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2558226,1142063,,,"Expired"
152199021,44020804,"American Board of Internal Medicine","Endocrinology, Diabetes and Metabolism","Sub-specialty",2019-10-283,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2836111,1127246,,,"Active"
152199022,43952229,"American Board of Internal Medicine","Internal Medicine","General",2017-08-230,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2558158,1127247,,,"Active"
155271403,43760076,"American Board of Internal Medicine","Internal Medicine","General",2017-08-236,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2558981,1141632,,,"Expired"
155271404,39715126,"American Board of Surgery","Surgery","General",2018-04-114,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2650124,1144258,,,"Active"
155271405,44594494,"American Board of Internal Medicine","Internal Medicine","General",2018-08-232,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:17:00 AM,"PEPFETL ",,2693442,1147803,,,"Active"
155271406,12134248,"American Board of Internal Medicine","Endocrinology, Diabetes and Metabolism","Sub-specialty",1983-11-312,2022-11-319,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,1030371,115121,,,"Inactive"
147340008,42678658,"American Board of Obstetrics and Gynecology","Obstetrics & Gynecology","General",2020-12-365,2021-12-366,,"Re-Certification","Time Limited","Y  ",,2019/10/19:05:02:09 AM,"PEPFETL ",,2820682,1047093,,,"Active"
152199023,43607443,"American Board of Internal Medicine","Internal Medicine","General",2017-08-230,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2562906,1127248,,,"Active"
155271407,12134248,"American Board of Internal Medicine","Internal Medicine","General",1978-09-256,2022-11-319,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,248420,115121,,,"Inactive"
155271408,44674197,"American Board of Internal Medicine","Internal Medicine","General",2018-08-229,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:17:00 AM,"PEPFETL ",,2689134,1147952,,,"Active"
155271409,43753238,"American Board of Internal Medicine","Internal Medicine","General",2018-08-236,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:17:00 AM,"PEPFETL ",,2691766,1147996,,,"Active"
155271410,44726990,"American Board of Internal Medicine","Internal Medicine","General",2018-08-229,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:17:00 AM,"PEPFETL ",,2692132,1148003,,,"Active"
155271411,45128755,"American Board of Internal Medicine","Internal Medicine","General",2018-08-229,,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",2024-04-92,2023/04/26:05:17:00 AM,"PEPFETL ",,2691463,1147605,,,"Active"
155271412,44865167,"American Board of Internal Medicine","Internal Medicine","General",2017-08-230,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2558810,1141797,,,"Expired"
155271413,49030107,"American Board of Internal Medicine","Internal Medicine","General",2017-08-234,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,2558841,1141815,,,"Expired"
155271414,12664635,"American Board of Internal Medicine","Geriatric Medicine","Sub-specialty",1992-04-101,2003-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,1030204,114525,,,"Expired"
155271415,12664635,"American Board of Internal Medicine","Geriatric Medicine","Sub-specialty",2002-09-252,2013-12-366,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,1097993,114525,,,"Expired"
147340528,46761880,"American Board of Internal Medicine","Internal Medicine","General",2019-08-235,,,"Initial Certification","Maintenance of Certification","Y  ",2020-04-92,2019/10/19:05:02:10 AM,"PEPFETL ",,2821672,988649,,,"Active"
152199024,43839454,"American Board of Internal Medicine","Internal Medicine","General",2017-08-236,2022-12-365,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2563534,1127249,,,"Expired"
152199025,3120074,"American Board of Internal Medicine","Medical Oncology","Sub-specialty",1997-11-323,2008-12-365,2023-05-124,"Initial Certification","Time Limited","N  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,1029709,112724,,,"Expired"
152199027,3120074,"American Board of Internal Medicine","Medical Oncology","Sub-specialty",2007-11-317,2018-12-365,2023-05-124,"Re-Certification","Time Limited","N  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,1495185,112724,,,"Expired"
152199026,3120074,"American Board of Internal Medicine","Internal Medicine","General",2003-11-309,2014-12-365,2023-05-124,"Re-Certification","Time Limited","N  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,1205233,112724,,,"Expired"
152199028,3120074,"American Board of Internal Medicine","Internal Medicine","General",1993-09-265,2004-12-365,2023-05-124,"Initial Certification","Time Limited","N  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,245843,112724,,,"Expired"
152199029,3120074,"American Board of Internal Medicine","Medical Oncology","Sub-specialty",2017-09-244,,2023-05-124,"Re-Certification","Maintenance of Certification","N  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2544901,112724,,,"Active"
152199030,43819265,"American Board of Internal Medicine","Internal Medicine","General",2017-08-230,,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2559786,1127257,,,"Active"
155271416,12664635,"American Board of Internal Medicine","Geriatric Medicine","Sub-specialty",2012-09-248,2022-12-365,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,1927401,114525,,,"Expired"
152199032,44044971,"American Board of Internal Medicine","Rheumatology","Sub-specialty",2019-11-311,,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2853007,1127251,,,"Active"
152199031,44044971,"American Board of Internal Medicine","Internal Medicine","General",2017-08-234,,2023-05-124,"Initial Certification","Maintenance of Certification","N  ",2024-04-92,2023/04/12:05:05:43 AM,"PEPFETL ",,2559235,1127251,,,"Active"
152199033,44409166,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2662043,1130169,,,"Active"
155275799,26924387,"American Board of Internal Medicine","Endocrinology, Diabetes and Metabolism","Sub-specialty",2008-10-298,2019-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/05/03:05:16:58 AM,"PEPFETL ",,1569519,837092,,,"Expired"
152199034,48766571,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2662044,1130170,,,"Active"
152199035,43010223,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2662045,1130172,,,"Active"
152199036,44037041,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2662046,1130173,,,"Active"
152199037,44028773,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2662047,1130174,,,"Active"
152199038,44051393,"American Board of Emergency Medicine","Emergency Medicine","General",2018-11-324,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2744185,1130175,,,"Active"
152199039,42964372,"American Board of Emergency Medicine","Emergency Medicine","General",2018-11-324,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2744024,1130176,,,"Active"
152199040,44053356,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2662048,1130177,,,"Active"
152199043,44048715,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2662050,1130180,,,"Active"
152199041,43920262,"American Board of Emergency Medicine","Emergency Medicine","General",2019-06-155,2030-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2790809,1130178,,,"Active"
152199042,43686262,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2662049,1130179,,,"Active"
155271417,12664635,"American Board of Internal Medicine","Internal Medicine","General",1977-06-173,,2023-05-124,"Initial Certification","Lifetime","Y  ",,2023/04/26:05:17:00 AM,"PEPFETL ",,247776,114525,,,"Active"
155275800,22143936,"American Board of Internal Medicine","Internal Medicine","General",2006-09-249,2016-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/05/03:05:16:58 AM,"PEPFETL ",,1398679,840295,,,"Expired"
147341870,43414185,"American Board of Internal Medicine","Internal Medicine","General",2011-08-236,2022-12-365,,"Initial Certification","Time Limited","Y  ",,2019/10/19:05:02:11 AM,"PEPFETL ",,1861327,963271,,,"Active"
152199044,43987667,"American Board of Emergency Medicine","Emergency Medicine","General",2018-11-324,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2743970,1130181,,,"Active"
152199045,46603722,"American Board of Emergency Medicine","Emergency Medicine","General",2018-11-324,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2744216,1130182,,,"Active"
152199046,44052797,"American Board of Emergency Medicine","Emergency Medicine","General",2019-06-155,2030-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2792132,1130183,,,"Active"
152199048,43892845,"American Board of Emergency Medicine","Emergency Medicine","General",2018-11-324,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2743413,1130185,,,"Active"
152199047,43926372,"American Board of Emergency Medicine","Emergency Medicine","General",2018-11-324,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2743288,1130184,,,"Active"
152199049,43912371,"American Board of Emergency Medicine","Emergency Medicine","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2662051,1130186,,,"Active"
152199050,43628282,"American Board of Emergency Medicine","Emergency Medicine","General",2018-11-324,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:05:43 AM,"PEPFETL ",,2743708,1130188,,,"Active"
151975335,9792103,"American Board of Family Medicine","Family Medicine","General",1997-07-192,2004-07-198,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,862426,105084,,,"Expired"
151975336,27822895,"American Board of Ophthalmology","Ophthalmology","General",2014-06-159,2025-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2154622,1048498,,,"Active"
151975337,28323044,"American Board of Ophthalmology","Ophthalmology","General",2014-06-159,2025-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2154623,1048499,,,"Active"
151975338,5641177,"American Board of Family Medicine","Family Medicine","General",2009-07-190,2019-04-115,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,1631620,105231,,,"Expired"
151975339,27690048,"American Board of Surgery","Surgery","General",2014-10-280,2026-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2172777,1055026,,,"Active"
151975342,7497551,"American Board of Internal Medicine","Internal Medicine","General",1983-09-257,2021-11-320,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,232627,100405,,,"Inactive"
151975343,16518472,"American Board of Surgery","Surgery","General",2012-11-319,2024-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2005769,1009956,,,"Active"
151975344,27090475,"American Board of Surgery","Surgery","General",2012-11-317,2024-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2005770,1009957,,,"Active"
151975345,3431164,"American Board of Surgery","Vascular Surgery","General",2013-11-329,2026-12-365,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2080566,106357,,,"Active"
151975346,3431164,"American Board of Surgery","Surgery","General",1989-05-122,1999-07-182,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,239015,106357,,,"Expired"
151975347,3431164,"American Board of Surgery","Surgery","General",1998-10-289,2009-07-182,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,862886,106357,,,"Expired"
151975348,5016150,"American Board of Internal Medicine","Internal Medicine","General",1957-10-294,,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,233278,101009,,,"Active"
151975349,7802362,"American Board of Colon and Rectal Surgery","Colon & Rectal Surgery","General",2011-05-126,,2023-05-124,"Re-Certification","Lifetime","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,1809073,106753,,,"Active"
151975340,1864677,"American Board of Internal Medicine","Internal Medicine","General",1984-09-256,,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,238629,105993,,,"Active"
151975341,38769701,"American Board of Ophthalmology","Ophthalmology","General",2014-11-313,2025-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2191449,1059279,,,"Active"
151975351,22635193,"American Board of Obstetrics and Gynecology","Obstetrics & Gynecology","General",2019-12-365,2020-12-365,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2712088,1013419,,,"Expired"
151975352,22635193,"American Board of Obstetrics and Gynecology","Obstetrics & Gynecology","General",2020-12-365,2021-12-366,2023-05-124,"Re-Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2865124,1013419,,,"Expired"
151975353,8124437,"American Board of Pediatrics","Pediatrics","General",1984-09-267,,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,233625,101341,,,"Active"
151975354,45332387,"American Board of Anesthesiology","Anesthesiology","General",2018-03-81,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2662579,1080639,,,"Active"
151975355,11036762,"American Board of Psychiatry and Neurology","Psychiatry","General",1949-10-303,,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,234192,101875,,,"Active"
151975356,42787468,"American Board of Anesthesiology","Anesthesiology","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2664852,1080477,,,"Active"
151975357,40462652,"American Board of Anesthesiology","Anesthesiology","General",2017-03-82,2028-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2520548,1080478,,,"Active"
151975358,40291455,"American Board of Anesthesiology","Anesthesiology","General",2017-06-159,2028-12-365,2023-05-124,"Initial Certification","Time Limited","N  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2531089,1080479,,,"Active"
151975359,3537114,"American Board of Internal Medicine","Internal Medicine","General",1968-10-295,2018-06-165,2023-05-124,"Initial Certification","Lifetime","N  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,240841,108047,,,"Inactive"
151975360,42835802,"American Board of Anesthesiology","Anesthesiology","General",2018-10-277,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2704817,1080480,,,"Active"
151975361,39535726,"American Board of Anesthesiology","Anesthesiology","General",2016-10-276,2027-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2425810,1080481,,,"Active"
151975362,29397104,"American Board of Family Medicine","Family Medicine","General",2017-11-318,2028-12-365,2023-05-124,"Designation","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2649241,1023266,"Physician is participating in Family Medicine Certification with a Designation of Focused Practice in Hospital Medicine.   More information is available at  www.theabfm.org/moc/rfphm.aspx",2,"Active"
151975363,39668235,"American Board of Anesthesiology","Anesthesiology","General",2016-06-161,2027-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2409467,1080482,,,"Active"
151975364,38858114,"American Board of Anesthesiology","Anesthesiology","General",2018-06-165,2029-12-366,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2664853,1080483,,,"Active"
151975350,28934473,"American Board of Surgery","Surgery","General",2015-01-27,2026-12-365,2023-05-124,"Initial Certification","Time Limited","N  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2257574,1067027,,,"Active"
151975367,40174260,"American Board of Anesthesiology","Anesthesiology","General",2017-04-96,2028-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2521007,1081245,,,"Active"
151975368,27846529,"American Board of Ophthalmology","Ophthalmology","General",2013-06-160,2024-12-365,2023-05-124,"Initial Certification","Time Limited","Y  ",,2023/04/12:05:03:04 AM,"PEPFETL ",,2031966,1020021,,,"Active"
