Number,Name,Address,Zipcode,City,State,PhoneType,QualityScore,Date,Notes,Provider,SICCode,SICDesc
8642551078,ST FRANCIS HEALTH SYSTEM,1 SAINT FRANCIS DR,29601-3955,GREENVILLE,SC,BUSINESS,LOW,,IsMailable,BELLSOUTH SO BELL,,
3177763520,LORI BRAME,395 WESTFIELD RD,46060-1425,NOBLESVILLE,IN,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",AMERITECH INDIANA,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
3044850500,DAUPHINE ORTHOPEDICS PHYSICIANS SURGEONS,600 16TH ST,26105-1034,VIENNA,WV,BUSINESS,HIGH,2001-06-15,"IsMailable,IsConnected,IsPorted",FIBERNET WV,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
9529416483,VIRTUAL RADIOLOGIC CORPORATION PHYSICIANS SURGEONS,10333 W 70TH ST,55344-4525,EDEN PRAIRIE,MN,BUSINESS,HIGH,,"IsMailable,IsConnected",QWEST CORPORATION,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
4128223699,None,None,None,None,None,None,None,2011-03-01,"IsPorted,IsUnknownContact",CAVALIER MID-ATL PA,None,None
4235432584,MEDICAL CARE LLC PHYSICIANS SURGEONS FAMILY,1900 W ELK AVE,37643-3776,ELIZABETHTON,TN,BUSINESS,HIGH,2010-11-08,"IsMailable,IsConnected,IsPorted",CHARTER FIBERLINK TN,80110300,MEDICAL INSURANCE ASSOCIATIONS
5052722345,UNIVERSITY OF NEW MEXICO HEALTH SCIENCES CENTER,2211 LOMAS BLVD NE,87106-2719,ALBUQUERQUE,NM,BUSINESS,HIGH,,"IsMailable,IsConnected",QWEST CORPORATION,91110000,EXECUTIVE OFFICES
9782490099,REGINE TIMOTHY SOULE PHYS,201 S MAIN ST,01331-2102,ATHOL,MA,BUSINESS,HIGH,2015-07-14,"IsMailable,IsConnected,IsPorted",TIME WARNER CABLE MA,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
9196818263,DUKE UNIVERSITY,DUMC 100800,27710-0001,DURHAM,NC,BUSINESS,LOW,2014-01-17,"IsMailable,IsPorted",FRONTIER COMM AM-NC,,
6199343260,CHULA VISTA CARDIAC CENTER,321 E ST STE A,91910-2667,CHULA VISTA,CA,BUSINESS,LOW,2018-05-14,"IsMailable,IsPorted","RCLEC, INC. - CA",80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
2127462962,NY PRESBYTERIAN,,10021,NEW YORK,NY,BUSINESS,LOW,2017-06-29,"IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - NY,,
8124856030,JOHN RODRIGUES,901 SAINT MARYS DR,47714-0520,EVANSVILLE,IN,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",AMERITECH INDIANA,"82210000,80110000,80310000","COLLEGES AND UNIVERSITIES,OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
4252590966,THE EVERETT CLINIC GUNDERSON BUILDING CLINICS,3927 RUCKER AVE,98201-4833,EVERETT,WA,BUSINESS,HIGH,2016-12-10,"IsMailable,IsConnected,IsPorted",MCIMETRO ATS LLC,"80110000,80110400,80490000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,PSYCHIATRISTS AND PSYCHOANALYSTS,OFFICES OF HEALTH PRACTITIONER,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
7732825299,COM 1ST MED CTR,,60630,CHICAGO,IL,BUSINESS,LOW,,,AMERITECH ILLINOIS,,
5413347555,RADIOLOGY ASSOCIATES PC,1200 HILYARD ST STE S300A,97401-8159,EUGENE,OR,BUSINESS,LOW,2015-07-20,"IsMailable,IsPorted",COMCAST PHONE - OR,80410000,OFFICES AND CLINICS OF CHIROPRACTORS
6177268720,MASSACHUSETTS GENERAL HOSPITAL ENDOCRINE,55 FRUIT ST,02114-2621,BOSTON,MA,BUSINESS,HIGH,2017-12-07,"IsMailable,IsConnected,IsPorted","TC SYSTEMS, INC.",80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
9037582746,LONGVIEW ORTHOPAEDIC CLINIC ASSOCIATION,323 E HAWKINS PKWY,75605-8153,LONGVIEW,TX,BUSINESS,HIGH,2012-01-20,"IsMailable,IsConnected,IsPorted",TIM RON ENTERPRISES,"80110000,80490000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES OF HEALTH PRACTITIONER"
6319683503,SOUTHSIDE HOSPITAL,,11706,BAY SHORE,NY,BUSINESS,LOW,2018-07-19,IsPorted,CABLEVSN LGHTPATH NY,,
2156192942,UPPER DUBLIN CENTER,1244 FORT WASHINGTON AVE,19034-1743,FORT WASHINGTON,PA,BUSINESS,HIGH,,"IsMailable,IsConnected",VERIZON PENNSYLVANIA,,
4108221000,SHORE HEALTH SYSTEM MEMORIAL HOSPITAL AT EASTON,219 S WASHINGTON ST,21601-2913,EASTON,MD,BUSINESS,HIGH,,"IsMailable,IsConnected",VERIZON MARYLAND INC,"80110000,80620000","OFFICES AND CLINICS OF MEDICAL DOCTORS,GENERAL MEDICAL AND SURGICAL HOSPITALS"
6264450600,CALIFORNIA BARIATRIC & GENERAL SURGERY ASSOCIATION,622 W DUARTE RD,91007-7606,ARCADIA,CA,BUSINESS,LOW,2020-01-14,"IsMailable,IsPorted,IsPossibleDisconnected,INF",BANDWIDTH.COM - CA,"80110000,80310000,80490000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS,OFFICES OF HEALTH PRACTITIONER"
2482654600,UNASOURCE SURGERY CENTER HOSPITALS AND MEDICAL,4550 INVESTMENT DR STE 100,48098-6334,TROY,MI,BUSINESS,HIGH,2008-07-25,"IsMailable,IsConnected,IsPorted",TELNET WORLDWIDE INC,,
5804216200,CARL ALBERT INDIAN HEALTH SYSTEM WOMEN S CLINIC,1001 N COUNTRY CLUB RD,74820-2847,ADA,OK,BUSINESS,LOW,,IsMailable,SOUTHWESTERN BELL,,
6095976011,SOUTHERN OCEAN MEDICAL CENTER HOSPITALS,1140 ROUTE 72 W,08050-2412,MANAHAWKIN,NJ,BUSINESS,HIGH,2013-03-27,"IsMailable,IsConnected,IsPorted",PAETEC COMM - NJ,80620000,GENERAL MEDICAL AND SURGICAL HOSPITALS
6142937499,OSU MEDICAL CENTER,551 YMCA PL,43230-6851,COLUMBUS,OH,BUSINESS,LOW,2014-11-06,"IsMailable,IsPorted",TELEPORT COMM AM-OH,,
7186670077,CARDIO VASCULAR OF ASSOCIATES OF S I DOCTORS,501 SEAVIEW AVE,10305-3419,STATEN ISLAND,NY,BUSINESS,HIGH,2012-04-23,"IsMailable,IsConnected,IsPorted",VERIZON NEW YORK INC,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
7816248000,SOUTH SHORE HOSPITAL HOSPITALS,55 FOGG RD,02190-2432,SOUTH WEYMOUTH,MA,BUSINESS,HIGH,2019-05-30,"IsMailable,IsConnected,IsPorted",PAETEC COMM. - MA,80620000,GENERAL MEDICAL AND SURGICAL HOSPITALS
6019818543,JACKSON CARDIOLOGY ASSOCIATES PA PHYSICIANS,971 LAKELAND DR STE 850,39216-4608,JACKSON,MS,BUSINESS,HIGH,2018-04-13,"IsMailable,IsConnected,IsPorted",BANDWIDTH.COM - MS,"80110000,81110000,80490000","OFFICES AND CLINICS OF MEDICAL DOCTORS,LEGAL SERVICES,OFFICES OF HEALTH PRACTITIONER"
9089640468,MICHAEL J CENNIMO,278 LONGVIEW RD,07083-8282,UNION,NJ,RESIDENTIAL,HIGH,2012-06-22,"IsMailable,IsConnected,IsPorted",VERIZON NEW JERSEY,,
7349365560,UNIV OF MI HOSP,,48109,ANN ARBOR,MI,BUSINESS,LOW,2019-06-21,IsPorted,TELEPORT COMM AM-MI,,
5162558400,S NASSAU,,11510,BALDWIN,NY,RESIDENTIAL,MED,2010-11-03,"IsConnected,IsPorted",CABLEVSN LGHTPATH NY,,
4258992365,EVERGREENHEALTH,12039 NE 128TH ST STE 500,98034-3029,KIRKLAND,WA,BUSINESS,LOW,2019-05-02,"IsMailable,IsPorted,IsPossibleDisconnected,INF","ONVOY, LLC - WA",,
6784078661,CZAYKOWSKI HAND SURGERY CENTER PHYSICIANS SURGEONS,920 RIVER CENTRE PL,30043-7320,LAWRENCEVILLE,GA,BUSINESS,HIGH,2017-05-01,"IsMailable,IsConnected,IsPorted",BANDWIDTH.COM - GA,,
8188413936,STEPHAN V YACOUBIAN MD PHYSICIANS SURGEONS,2625 W ALAMEDA AVE STE 116,91505-4815,BURBANK,CA,BUSINESS,HIGH,2009-07-25,"IsMailable,IsConnected,IsPorted",U.S. TELEPAC - CA,"80110000,80490000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES OF HEALTH PRACTITIONER"
2393430762,FLORIDA COMMUNITY BANK BANKS ALL,,33901,FORT MYERS,FL,BUSINESS,LOW,2008-12-15,IsPorted,CENTURYLINK,,
6177247660,MASS GENERAL HO,,02108,BOSTON,MA,BUSINESS,LOW,2017-09-27,"IsPorted,IsPossibleDisconnected,INF","TC SYSTEMS, INC.",,
9724689999,INTERNAL MED,,75023,PLANO,TX,BUSINESS,LOW,2007-11-07,"IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - TX,,
7176574045,PENN STATE UNIVERSITY SPECIALTY CARE SCHOOLS,121 N NYES RD,17112-3247,HARRISBURG,PA,BUSINESS,HIGH,2006-02-02,"IsMailable,IsConnected,IsPorted",ADELPHIA BUS SOL HBG,80490000,OFFICES OF HEALTH PRACTITIONER
2127027670,LENOX HILL HOSP,,10044,NEW YORK,NY,BUSINESS,MED,2018-10-30,"IsConnected,IsPorted",CABLEVSN LGHTPATH NY,,
2103757790,STAR ANESTHESIA PA,45 NE LOOP 410 STE 900,78216-5831,SAN ANTONIO,TX,BUSINESS,LOW,2017-11-17,"IsMailable,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - TX,,
7878321289,MARGARITA BLANES,2027 CALLE LUIS XIV,00682-7845,MAYAGUEZ,PR,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",PUERTO RICO TEL CO,,
2015692257,ELIZ AMIEL,32 WASHINGTON ST,07670-3216,TENAFLY,NJ,RESIDENTIAL,HIGH,2014-12-19,"IsMailable,IsConnected,IsPorted",CABLEVSN LGHTPATH NJ,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
8563253330,VIRTUA,2225 E EVESHAM RD STE 104,08043-1557,VOORHEES,NJ,BUSINESS,HIGH,2018-10-24,"IsMailable,IsConnected,IsPorted",BLOCK LINE SYS-NJ,"80110000,80620000,80490101","OFFICES AND CLINICS OF MEDICAL DOCTORS,GENERAL MEDICAL AND SURGICAL HOSPITALS,DIETICIAN"
4057175400,LIVINGSTON TANYA MD PHYSICIANS GENERAL,1205 HEALTH CENTER PKWY STE 100,73099-6396,YUKON,OK,BUSINESS,HIGH,,"IsMailable,IsConnected",SOUTHWESTERN BELL,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
5628678681,PIONEER MEDICAL GROUP PHYSICIANS SURGEONS,10251 ARTESIA BLVD,90706-6719,BELLFLOWER,CA,BUSINESS,HIGH,2019-10-01,"IsMailable,IsConnected,IsPorted",U.S. TELEPAC - CA,"80490000,80110000","OFFICES OF HEALTH PRACTITIONER,OFFICES AND CLINICS OF MEDICAL DOCTORS"
3052435302,UNIVERSITY OF MIAMI,1507 LEVANTE AVE,33146-2416,CORAL GABLES,FL,BUSINESS,LOW,2019-10-30,"IsMailable,IsPorted",BANDWIDTH.COM - FL,,
4192912121,CLAYHUFFORD SUSAN MD,3922 WOODLEY RD STE 100,43606-1134,TOLEDO,OH,BUSINESS,HIGH,2015-12-28,"IsMailable,IsConnected,IsPorted",BUCKEYE TELESYS - OH,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
5596466618,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,650 S ZEDIKER AVE,93648-2666,PARLIER,CA,BUSINESS,LOW,2016-10-20,"IsMailable,IsPorted",BANDWIDTH.COM - CA,"80490000,80210000","OFFICES OF HEALTH PRACTITIONER,OFFICES AND CLINICS OF DENTISTS"
7347642224,UNIVERSITY OF MICHIGAN HEALTH SYSTEM RHEUMATOLOGY,,48103,ANN ARBOR,MI,BUSINESS,HIGH,2019-06-21,"IsConnected,IsPorted",TELEPORT COMM AM-MI,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
9094478585,SUDHAKER KONA,790 E HOMESTEAD DR,91767,POMONA,CA,BUSINESS,HIGH,2018-06-14,"IsConnected,IsPorted",U.S. TELEPAC - CA,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
3157938806,RADIOLOGY ASSOCIATES OF NEW HARTFORD PHYSICIANS,185 GENESEE ST STE 1400,13501-2108,UTICA,NY,BUSINESS,HIGH,2000-06-07,"IsMailable,IsConnected,IsPorted",NORTHLAND NETWORKS,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
2157073040,TEMPLE UNIVERSITY HEALTH SYSTEM NEUROLOGY,3401 N BROAD ST,19140-5103,PHILADELPHIA,PA,BUSINESS,HIGH,2018-07-09,"IsMailable,IsConnected,IsPorted",MCIMETRO ATS LLC,"80490000,80110000,82210000","OFFICES OF HEALTH PRACTITIONER,OFFICES AND CLINICS OF MEDICAL DOCTORS,COLLEGES AND UNIVERSITIES"
6309427998,DUPAGE MEDICAL GROUP CLINICS MEDICAL,1100 31ST ST,60515-5509,DOWNERS GROVE,IL,BUSINESS,HIGH,2016-11-04,"IsMailable,IsConnected,IsPorted",FIRST COMMUNICATIONS,,
7137902151,METH HOSP,6565 FANNIN ST,77030-2703,HOUSTON,TX,BUSINESS,LOW,,"IsMailable,IsPossibleDisconnected,INF",SOUTHWESTERN BELL,,
9786819041,GREATER LAWRENCE FAMILY HEALTH CENTER PHYSICIANS,73 WINTHROP AVE,01843-2836,LAWRENCE,MA,BUSINESS,HIGH,2015-07-20,"IsMailable,IsConnected,IsPorted",CHOICE ONE COMM MA,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
4014311860,UNIVERSITY NEUROLOGY ASSOCIATES,,02914,EAST PROVIDENCE,RI,BUSINESS,MED,2018-06-14,"IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - RI,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
3037508100,MDPAIN MEDICAL CENTERS,6950 E BELLEVIEW AVE STE 300,80111-1629,GREENWOOD VILLAGE,CO,BUSINESS,HIGH,2019-01-17,"IsMailable,IsConnected,IsPorted",BANDWIDTH.COM - CO,,
9167348223,UC DAVIS HEALTH SYSTEM,STOCKTON BOULEVARD,94203-0001,SACRAMENTO,CA,BUSINESS,LOW,2019-06-27,"IsMailable,IsPorted",TELEPORT COM SANFRAN,,
2126271985,FIRST THINGS,35 E 21ST ST STE 600,10010-6212,NEW YORK,NY,BUSINESS,LOW,2013-10-10,"IsMailable,IsPorted,IsPossibleDisconnected,IsPossiblePortableVOIP,INF",LEVEL 3 COMM - NY,,
2035033061,CORNELL SCOTT,,06510,NEW HAVEN,CT,BUSINESS,LOW,2011-12-12,IsPorted,CTC COMMS CORP. - CT,,
7204943123,BRUCE GROSSMAN,1925 MOUNTAIN VIEW AVE,80501-3128,LONGMONT,CO,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",QWEST CORPORATION,"80110102,80110000","ENDOCRINOLOGIST,OFFICES AND CLINICS OF MEDICAL DOCTORS"
6087752599,GUNDERSEN LUTHE,1900 SOUTH AVE,54601-5467,LA CROSSE,WI,BUSINESS,LOW,,IsMailable,CENTURYLINK,,
7877960440,TASIS DORADO,10 CARR 693,00646-3448,DORADO,PR,BUSINESS,LOW,2018-11-14,"IsMailable,IsPorted,IsPossibleDisconnected,INF","AT&T, INC. - PR",,
8015817201,UNIVERSITY OF UTAH,525 E 100 S STE 2200,84102-3769,SALT LAKE CITY,UT,BUSINESS,HIGH,2020-01-09,"IsMailable,IsConnected,IsPorted",CENTURYLINK COMM,"82210000,91110000","COLLEGES AND UNIVERSITIES,EXECUTIVE OFFICES"
6314255250,DOLAN FAMILY HEALTH CENTER HOSPITALS,284 PULASKI RD,11740-1602,GREENLAWN,NY,BUSINESS,HIGH,2007-11-28,"IsMailable,IsConnected,IsPorted",CABLEVSN LGHTPATH NY,80110300,MEDICAL INSURANCE ASSOCIATIONS
9517823646,AARESTAD KAREN,7117 BROCKTON AVE,92506-2658,RIVERSIDE,CA,BUSINESS,LOW,2015-12-22,"IsMailable,IsPorted",TELEPORT COM LA,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
7272095471,TRU WELL LLC TRUE,625 6TH AVE S STE 475,33701-4637,SAINT PETERSBURG,FL,BUSINESS,HIGH,2017-12-21,"IsMailable,IsConnected,IsPorted",BRIGHT HOUSE NTWS FL,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
2102926707,US GOVERNMENT,,78205,SAN ANTONIO,TX,BUSINESS,LOW,,,TW TELECOM OF TEXAS,,
7134415151,LEE BASS BARBARA MD FACS PHYSICIANS SURGEONS,6550 FANNIN ST STE 1661,77030-2765,HOUSTON,TX,BUSINESS,HIGH,2018-10-05,"IsMailable,IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - TX,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
8037132619,KERSHAWHEALTH,,29020,CAMDEN,SC,BUSINESS,LOW,2017-08-16,IsPorted,TELEPORT COM AM - SC,,
7347645176,WECHSLER STEPHANIE B MD,,48104,ANN ARBOR,MI,BUSINESS,HIGH,2019-06-21,"IsConnected,IsPorted",TELEPORT COMM AM-MI,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
8593230613,UNIV OF KY,,,,,BUSINESS,MED,,IsConnected,WINDSTREAM KY-LXGTN,,
2034053528,JEFFERY LANGSAM,109 EAGLE VIEW RD,06488-4692,SOUTHBURY,CT,RESIDENTIAL,HIGH,2013-06-24,"IsMailable,IsConnected,IsPorted",CHARTER FIBERLINK CT,,
7744702460,CAPE COD HEALTHCARE HEALTH SERVICES,46 NORTH ST STE 3,02601-3845,HYANNIS,MA,BUSINESS,HIGH,2013-03-06,"IsMailable,IsConnected,IsPorted",COMCAST PHONE - MA,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
5025884450,UOFL PHYSICIANS EYE SPECIALISTS,,40202,LOUISVILLE,KY,BUSINESS,MED,2015-10-01,"IsConnected,IsPorted",LEVEL3 TELECOM OF KY,,
3609237200,KAISER PERMANENTE NORTH FAMILY PRACTICE,,98503,LACEY,WA,BUSINESS,HIGH,,IsConnected,QWEST CORPORATION,63210100,ACCIDENT AND HEALTH INSURANCE CARRIERS
7137911414,UNITED STATES GOVERNMENT MAIN NUMBER,2002 HOLCOMBE BLVD,77030-4211,HOUSTON,TX,BUSINESS,HIGH,,"IsMailable,IsConnected",SOUTHWESTERN BELL,,
9737542490,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,703 MAIN ST,07503-2621,PATERSON,NJ,BUSINESS,LOW,2017-12-13,"IsMailable,IsPorted",CABLEVSN LGHTPATH NJ,,
2694888672,BRONSON HEALTHCARE MIDWEST INTERNAL MEDICINE,4613 W MAIN ST STE B,49006-2646,KALAMAZOO,MI,BUSINESS,HIGH,2014-10-29,"IsMailable,IsConnected,IsPorted",CLIMAX TELEPHONE CO,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
9498240571,UNIVERSITY OF CALIFORNIA,510 ALDRICH HALL,92697-0001,IRVINE,CA,BUSINESS,LOW,,IsMailable,PACIFIC BELL,,
3237784310,DIOP FAMILY CARE MEDICAL GROUP INC A MMSC,2710 W MANCHESTER BLVD,90305-2436,INGLEWOOD,CA,BUSINESS,LOW,2018-09-14,"IsMailable,IsPorted",BANDWIDTH.COM - CA,80110300,MEDICAL INSURANCE ASSOCIATIONS
8642426565,GOEPPER LETA C MSW ALL HOURS,527 MILLS AVE,29605-5602,GREENVILLE,SC,BUSINESS,HIGH,2016-07-20,"IsMailable,IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - SC,"80110000,83220000,80310000,87480000,80490000","OFFICES AND CLINICS OF MEDICAL DOCTORS,INDIVIDUAL AND FAMILY SERVICES,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS,BUSINESS CONSULTING, NEC,OFFICES OF HEALTH PRACTITIONER"
7852340880,TALLGRASS IMMEDIATE CARE FAMILY MEDICINE KAREN,,66603,TOPEKA,KS,BUSINESS,MED,2019-03-28,"IsConnected,IsPorted",COMCAST PHONE - KS,,
6025281200,GILA RIVER HEALTHCARE,38 PO BOX,85147-0001,SACATON,AZ,BUSINESS,LOW,2009-11-12,"IsMailable,IsPorted",GILA LOCAL EXCH - AZ,,
3372610734,V ALEXANDRIA,,70501,LAFAYETTE,LA,RESIDENTIAL,MED,2016-09-20,"IsConnected,IsPorted",BELLSOUTH SO CNTL,80490000,OFFICES OF HEALTH PRACTITIONER
9704958006,UC HEALTH,,80524,FORT COLLINS,CO,BUSINESS,LOW,,,QWEST CORPORATION,,
7877660430,EILEEN J DRA,,00901,SAN JUAN,PR,RESIDENTIAL,MED,,IsConnected,PUERTO RICO TEL CO,,
9513534113,KAISER FOUNDATI,,,,,BUSINESS,MED,,IsConnected,PACIFIC BELL,,
3047441251,CHAPMAN & PUDERBAUGH,308 C ST,25303-1219,SOUTH CHARLESTON,WV,BUSINESS,LOW,2018-09-11,"IsMailable,IsPorted,IsPossibleDisconnected,INF",SUDDENLINK COMMS WV,80210000,OFFICES AND CLINICS OF DENTISTS
4802962050,GAYLE CORDES ASSOCIATES INC MENTAL HEALTH SERVICES,8114 E CACTUS RD,85260-5260,SCOTTSDALE,AZ,BUSINESS,HIGH,2019-08-12,"IsMailable,IsConnected,IsPorted",COMCAST PHONE - AZ,"80490300,80490000","SPEECH SPECIALIST,OFFICES OF HEALTH PRACTITIONER"
6195436312,UCSD MEDICAL GROUP ORTHOPEDIC SURGERY DOCTORS,200 W ARBOR DR FRNT,92103-9000,SAN DIEGO,CA,BUSINESS,HIGH,2013-04-06,"IsMailable,IsConnected,IsPorted",PAETEC COMM - CA,"82210000,91110000,80490000","COLLEGES AND UNIVERSITIES,EXECUTIVE OFFICES,OFFICES OF HEALTH PRACTITIONER"
8013577499,ALLERGY CLINIC PEAK ENT ASSOCIATES,1055 N 300 W STE 401,84604-3306,PROVO,UT,BUSINESS,LOW,2019-12-04,"IsMailable,IsPorted",BANDWIDTH.COM - UT,"80110000,65120200","OFFICES AND CLINICS OF MEDICAL DOCTORS,PROPERTY OPERATION, RETAIL ESTABLISHMENT"
6613265052,KERN MEDICAL CENTER,1830 FLOWER ST,93305-4144,BAKERSFIELD,CA,BUSINESS,LOW,2012-09-10,"IsMailable,IsPorted",PACIFIC BELL,,
6169498244,MMPC PULMONARY DEVELOPMENTAL HEALTH,4100 LAKE DR SE STE 200,49546-8292,GRAND RAPIDS,MI,BUSINESS,HIGH,2008-06-06,"IsMailable,IsConnected,IsPorted",CHOICE ONE COMM MI,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
2127463091,MAKARI GEORGE J MD DOCTORS PHYSICIANS SURGEONS,525 E 68TH ST,10065-4870,NEW YORK,NY,BUSINESS,HIGH,2017-06-29,"IsMailable,IsConnected,IsPorted,IsPossiblePortableVOIP",LEVEL 3 COMM - NY,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
7872851026,JAIME JAIME LOPEZ,3 KM 1 1 BUENA VISTA CAR,00791,HUMACAO,PR,RESIDENTIAL,HIGH,2018-02-01,"IsConnected,IsPorted",WORLDNET TELECOM PR,,
7064251548,LANDMARK HOSPIT,,30601,ATHENS,GA,BUSINESS,LOW,2016-05-31,IsPorted,CENTURYLINK COMM,,
7877539437,PUERTO RICO CONCRA,1162 CALLE BRUMBAUGH,00925-3608,SAN JUAN,PR,BUSINESS,HIGH,2010-01-14,"IsMailable,IsConnected,IsPorted","AT&T, INC. - PR",,
4082366400,KAISER PERMANENTE MEDICAL OFFICESMILPITAS GENERAL,770 E CALAVERAS BLVD,95035-5491,MILPITAS,CA,BUSINESS,LOW,,"IsMailable,IsPossibleDisconnected,INF",PACIFIC BELL,"80110000,80490000,80620000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES OF HEALTH PRACTITIONER,GENERAL MEDICAL AND SURGICAL HOSPITALS"
8055278055,CATHERINE KIM,1147 RED TAIL WAY,93065-7232,SIMI VALLEY,CA,RESIDENTIAL,HIGH,,"IsMailable,IsConnected",PACIFIC BELL,"80490000,80110000,80310000","OFFICES OF HEALTH PRACTITIONER,OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
7872598212,REYMUNDE POSSO,334069 PO BOX,00733-4069,PONCE,PR,RESIDENTIAL,LOW,2012-06-26,"IsMailable,IsPorted,IsPossibleDisconnected,INF",OPTIVON TELECOM - PR,,
8177226078,HAKEM OLADUNNI,2050 GRAYSON DR APT 9208,76051-7082,GRAPEVINE,TX,RESIDENTIAL,LOW,2019-03-27,"IsMailable,IsPorted,IsPossibleDisconnected,INF","ONVOY, LLC - TX",,
5165933535,NUSSBAUM MONTE MD,185 MERRICK RD STE 1A,11563-2787,LYNBROOK,NY,BUSINESS,LOW,2018-05-29,"IsMailable,IsPorted,IsPossibleDisconnected,INF",CABLEVSN LGHTPATH NY,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
9287883609,ORTHOPEDIC INSTITUTE OF ARIZONA,5330 S HIGHWAY 95,86426-9225,FORT MOHAVE,AZ,BUSINESS,LOW,,"IsMailable,IsPossibleDisconnected,INF",FRONTIER UTIL RURAL,"80110000,80310000","OFFICES AND CLINICS OF MEDICAL DOCTORS,OFFICES AND CLINICS OF OSTEOPATHIC PHYSICIANS"
4234346300,APPALACHIAN ORTHOPAEDIC ASSOCIATES PC DOCTORS,3 PROFESSIONAL PARK DR,37604-6529,JOHNSON CITY,TN,BUSINESS,HIGH,2018-05-30,"IsMailable,IsConnected,IsPorted",CHARTER FIBERLINK TN,80110000,OFFICES AND CLINICS OF MEDICAL DOCTORS
7137725272,ONE CARE MEDICAL CLINIC,8191 SOUTHWEST FWY,77074-1709,HOUSTON,TX,BUSINESS,LOW,,"IsMailable,IsPossibleDisconnected,INF",SOUTHWESTERN BELL,80490000,OFFICES OF HEALTH PRACTITIONER
3053244455,U S GOVERNMENT,1201 NW 16TH ST,33125-1624,MIAMI,FL,BUSINESS,HIGH,,"IsMailable,IsConnected",BELLSOUTH SO BELL,80620000,GENERAL MEDICAL AND SURGICAL HOSPITALS
3862313490,FH MEMORIAL MED,,,,,BUSINESS,MED,2018-01-03,"IsConnected,IsPorted",BRIGHT HOUSE NTWS FL,,
