RECSEQ	MESSAGE_ID	MESSAGE_NAME	EVENT_DATE	PROD_CAT	PROD_DESC	TOTAL_OPENS	TOTAL_CLICKS	TOTAL_BOUNCES	TOTAL_UNSUBS	TOTAL_SENDS	OPEN_RATE	CLICK_RATE	BOUNCE_RATE	UNSUB_RATE	DELIVERY_RATE	URL1	URL2	URL3	URL4	URL5
0000000243	37958	HS_EM _CM_CPTProandQuickApp_RESELLER_092518	2018/09/25 10:01:13	EM	CM	146	18	0	0	185	79	12	         0	         0	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2880026&amp;pcc=eacc0g18&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_em+_cm_cptproandquickapp_reseller_092518&amp;utm_campaign=hs_e	https://login.ama-assn.org/account/login?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_em+_cm_cptproandquickapp_reseller_092518&amp;utm_campaign=hs_em _cm_distributors_08032018&amp;utm_uid=10335506&amp;utm_effort=	https://login.ama-assn.org/account/login?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_em+_cm_cptproandquickapp_reseller_092518&amp;utm_campaign=hs_em _cm_distributors_08032018&amp;utm_uid=8816471&amp;utm_effort=	https://login.ama-assn.org/account/login?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_em+_cm_cptproandquickapp_reseller_092518&amp;utm_campaign=hs_em _cm_distributors_08032018&amp;utm_uid=10239743&amp;utm_effort=
0000000244	37959	HS_EM _CM_CPTProandQuickApp_ACADEMIC_092518	2018/09/25 10:01:14	EM	CM	689	109	1	6	1437	48	16	0	0	100		http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_em+_cm_cptproandquickapp_academic_092518&amp;utm_campaign=hs_em _cm_academics_08212018&amp;utm_uid=10133222&amp;utm	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_em+_cm_cptproandquickapp_academic_092518&amp;utm_campaign=hs_em _cm_academics_08212018&amp;utm_uid=10138744&amp;utm	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_em+_cm_cptproandquickapp_academic_092518&amp;utm_campaign=hs_em _cm_academics_08212018&amp;utm_uid=12685480&amp;utm	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_em+_cm_cptproandquickapp_academic_092518&amp;utm_campaign=hs_em _cm_academics_08212018&amp;utm_uid=12685217&amp;utm
0000000245	38048	HS_CPTProfessional2019_Winback_092618	2018/09/27 10:01:59	CPTProfessional2019	Winback	3400	713	5	80	9401	36	21	0	1	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2870012&amp;pcc=eacc3s18navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptprofessional2019_winback_092618&amp;utm_campa	https://amc.ama-assn.org/subscriptions?user_id=10160157&amp;mailing_id=38048&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptprofessional2019_winback_092618&amp;utm_campaign=health+solutions+general+marketing&	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptprofessional2019_winback_092618&amp;utm_campaign=health+solutions+	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_cptprofessional2019_winback_09
0000000246	38091	HS _Channel_Resellerguide_092618	2018/09/26 10:01:27	Channel	Resellerguide	374	34	0	1	184	203	9	         0	1	100		https://www.flipsnack.com/amermedicalassn/academic_guide_6p_fallvol12018_flipsnack.html?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_resellerguide_092618&amp;utm_campaign=ch_resellers_09242018&amp;utm_uid	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12684114&amp;mailing_id=38091&amp;addr1_unsb_hs_channel=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_re		
0000000247	38092	HS _Channel_academicguide_092618	2018/09/26 10:01:26	Channel	academicguide	588	93	1	4	1620	36	16	0	0	100		https://www.flipsnack.com/amermedicalassn/academic_guide_fallvol12018_flipsnack.html?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_academicguide_092618&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=12	https://www.flipsnack.com/amermedicalassn/academic_guide_fallvol12018_flipsnack.html?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_academicguide_092618&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=10	https://www.flipsnack.com/amermedicalassn/academic_guide_fallvol12018_flipsnack.html?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_academicguide_092618&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=13	https://www.flipsnack.com/amermedicalassn/academic_guide_fallvol12018_flipsnack.html?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_academicguide_092618&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=11
0000000248	38094	HS _Credentialing_SubscriptionW1_092618-Split_1	2018/09/26 19:01:41	Credentialing	SubscriptionW1	1027	182	0	5	1591	65	18	         0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_092618-split_1&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=10101843&amp;utm_	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_092618-split_1&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=8872193&amp;utm_e	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_092618-split_1&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=10289049&amp;utm_	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_092618-split_1&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=11238803&amp;utm_
0000000249	38095	HS _Credentialing_SubscriptionW1_092618-Split_2	2018/09/26 19:01:37	Credentialing	SubscriptionW1	776	142	0	3	1595	49	18	         0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_092618-split_2&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=10041511&amp;utm_	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_092618-split_2&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=13012843&amp;utm_	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_092618-split_2&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=9123039&amp;utm_e	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_subscriptionw1_092618-split_2&amp;utm_campaign=hs_credentialingsub&amp;utm_uid=13083107&amp;utm_
0000000250	38103	HS _Credentialing_Transactional_092618-Split_1	2018/09/26 19:01:34	Credentialing	Transactional	227	40	0	2	642	35	18	         0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_092618-split_1&amp;utm_campaign=hs_credentialingtrans&amp;utm_uid=9135622&amp;utm_	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_092618-split_1&amp;utm_campaign=hs_credentialingtrans&amp;utm_uid=9951859&amp;utm_	http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_092618-split_1&amp;utm_campaign=hs_credentialingtrans&amp;utm_uid=9279676~kcz&amp;	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=9279676&amp;amp;mailing_id=38103&amp;amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credent
0000000251	38104	HS _Credentialing_Transactional_092618-Split_2	2018/09/26 19:01:36	Credentialing	Transactional	221	45	0	3	627	35	20	         0	0	100		http://info.commerce.ama-assn.org/ama-credentialing-form?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_092618-split_2&amp;utm_campaign=hs_credentialingtrans&amp;utm_uid=12905204~usj&amp	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12905204&amp;amp;mailing_id=38104&amp;amp;addr1_unsb_crdtlg=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_creden	https://commerce.ama-assn.org/amaprofiles/?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_092618-split_2&amp;utm_campaign=hs_credentialingtrans&amp;utm_uid=12905204~usj&amp;utm_effort=	https://www.ama-assn.org/about/ama-foundation?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_credentialing_transactional_092618-split_2&amp;utm_campaign=hs_credentialingtrans&amp;utm_uid=12905204~usj&amp;utm_effort
0000000252	38112	HS_RiskAdjustment_GeneralPromo_092618-Split_1	2018/09/26 15:40:08	RiskAdjustment	GeneralPromo	299	95	1	16	1386	22	32	0	1	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;pcc=eadc35s18navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_riskadjustment_generalpromo_092618-split_1&amp;	https://amc.ama-assn.org/subscriptions?user_id=10262638&amp;mailing_id=38112&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_riskadjustment_generalpromo_092618-split_1&amp;utm_campaign=health+solutions+general+ma	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=12892376&amp;mailing_id=38112&amp;addr1_unsb_ec_gen=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_riskadjustment_	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_riskadjustment_generalpromo_092618-split_1&amp;utm_campaign=health+so
0000000253	38113	HS_RiskAdjustment_GeneralPromo_092618-Split_2	2018/09/26 15:40:09	RiskAdjustment	GeneralPromo	510	90	0	6	1383	37	18	         0	0	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;pcc=eadc35s18navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_riskadjustment_generalpromo_092618-split_2&amp;	https://amc.ama-assn.org/subscriptions?user_id=10235342&amp;mailing_id=38113&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_riskadjustment_generalpromo_092618-split_2&amp;utm_campaign=health+solutions+general+ma	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_riskadjustment_generalpromo_092618-split_2&amp;utm_campaign=health+so	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_riskadjustment_generalpromo_09
0000000254	38212	HS_Symposium _EventPromo_092818-Split_1	2018/09/28 10:31:41	Symposium	EventPromo	1769	357	2	37	3577	49	20	0	1	100		https://commerce.ama-assn.org/store/catalog/subcategorydetail.jsp?category_id=cat2280001&amp;navaction=jump&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_092818-split_1&amp;utm_campaign=he	https://amc.ama-assn.org/subscriptions?user_id=10249564&amp;amp;mailing_id=38212&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_092818-split_1&amp;utm_campaign=health+solutions+general+mark	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_092818-s	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_092818-split_1&amp;utm_campaign=health+solution
0000000255	38213	HS_Symposium _EventPromo_092818-Split_2	2018/09/28 10:31:38	Symposium	EventPromo	1505	182	1	16	3582	42	12	0	0	100		https://commerce.ama-assn.org/store/catalog/subcategorydetail.jsp?category_id=cat2280001&amp;navaction=jump&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_092818-split_2&amp;utm_campaign=he	https://amc.ama-assn.org/subscriptions?user_id=10265345&amp;amp;mailing_id=38213&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_092818-split_2&amp;utm_campaign=health+solutions+general+mark	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_092818-s	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_092818-split_2&amp;utm_campaign=health+solution
0000000256	3840	HS_Transactional_CPTCore2017_addr1_091216	2016/09/12 10:01:00	CoreCoding2017		5580	831	4	52	12140	46	15	0	0	100		http://www.ama-assn.org/ama?utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs%astransactional%w8cptcore2017%asaddr1%w8091216&utm_campaign=core+books+2017&utm_uid=2481483	https://commerce.ama-assn.org/store/content/2017-core-titles?node_id=2017-core-titles&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_transactional_cptcore2017_addr1_091216&utm_campaign=core+books+2017&utm_uid=10164517	https://commerce.ama-assn.org/store/content/2017-core-titles?node_id=2017-core-titles&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_transactional_cptcore2017_addr1_091216&utm_campaign=core+books+2017&utm_uid=8750845	https://commerce.ama-assn.org/store/content/2017-core-titles?node_id=2017-core-titles&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_transactional_cptcore2017_addr1_091216&utm_campaign=core+books+2017&utm_uid=10244293
0000000257	3841	HS_Transactional_CPTCore2017_addr2_091216	2016/09/12 10:01:00	CoreCoding2017		67	7	0	1	292	23	10	         0	0	100		https://commerce.ama-assn.org/store/content/2017-core-titles?node_id=2017-core-titles&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_transactional_cptcore2017_addr2_091216&utm_campaign=core+books+2017&utm_uid=9331644	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=8927721&addr2_unsb_default=off&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_transactional_cptcore2017_addr2_091216&utm_campaign=core	https://commerce.ama-assn.org/store/?&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_transactional_cptcore2017_addr2_091216&utm_campaign=core+books+2017&utm_uid=9331644	https://commerce.ama-assn.org/store/content/2017-core-titles?node_id=2017-core-titles&utm_source=selligent&utm_medium=email&utm_term=%25m%25d%25y&utm_content=hs_transactional_cptcore2017_addr2_091216&utm_campaign=core+books+2017&utm_uid=2473671
0000000258	38630	HS_Risk_Adjustment_Correction_100518	2018/10/05 12:23:31	Risk	Adjustment	81	110	0	9	90	90	136	         0	10	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;pcc=eadc5o18&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_risk_adjustment_correction_100518&amp;utm_campaign=health+solu	https://amc.ama-assn.org/subscriptions?user_id=10235342&amp;mailing_id=38630&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_risk_adjustment_correction_100518&amp;utm_campaign=health+solutions+general+marketing~g	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_risk_adjustment_correction_100518&amp;utm_campaign=health+solutions+g	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_risk_adjustment_correction_100
0000000259	38631	HS_Risk_Adjustment_Correction_2_100518	2018/10/05 12:26:52	Risk	Adjustment	556	71	1	9	2664	21	13	0	0	100		https://amc.ama-assn.org/subscriptions?user_id=12892545&amp;mailing_id=38631&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_risk_adjustment_correction_2_100518&amp;utm_campaign=health+solutions+general+marketing	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;pcc=eadc3o18&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_risk_adjustment_correction_2_100518&amp;utm_campaign=health+so	https://www.ama-assn.org/eform/submit/contact-us?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_risk_adjustment_correction_2_100518&amp;utm_campaign=health+solutions+general+marketing&amp;utm_uid=12892545~zno&amp;ut	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;pcc=eadc3o18 &amp;lt;https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2850008&amp;pcc=eadc3o18&amp;gt;&amp;utm_source=selligent&amp;utm_me
0000000260	38737	HS _Channel_academicguide_100918	2018/10/09 14:56:07	Channel	academicguide	647	95	1	2	1602	40	15	0	0	100		http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_academicguide_100918&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=12685442&amp;utm_effort=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_academicguide_100918&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=8981768&amp;utm_effort=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_academicguide_100918&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=10129934&amp;utm_effort=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_academicguide_100918&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=10138744&amp;utm_effort=
0000000261	38740	HS _Channel_ICD10PCS_Reseller_100918	2018/10/09 14:59:57	Channel	ICD10PCS	176	14	0	0	183	96	8	         0	         0	100		https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_icd10pcs_reseller_100918&amp;utm_campaign=ch_resellers_09242018&amp;utm_uid=10214264&amp;utm_effort=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_icd10pcs_reseller_100918&amp;utm_campaign=ch_resellers_09242018&amp;utm_uid=10219662&amp;utm_effort=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_icd10pcs_reseller_100918&amp;utm_campaign=ch_resellers_09242018&amp;utm_uid=10245626&amp;utm_effort=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_icd10pcs_reseller_100918&amp;utm_campaign=ch_resellers_09242018&amp;utm_uid=10319588&amp;utm_effort=
0000000262	38877	HS_MembershipDiscountsPackages _Promo_101118	2018/10/12 09:36:40	MembershipDiscountsPackages	Promo	2124	447	0	35	6569	32	21	         0	1	100		https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2890005&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_membershipdiscountspackages+_promo_101118&amp;utm_campaign=h	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2890004&amp;navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_membershipdiscountspackages+_promo_101118&amp;utm_campaign=h	https://commerce.ama-assn.org/store/catalog/productdetail.jsp?product_id=prod2870012&amp;pcc=eacc3s18navaction=push&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_membershipdiscountspackages+_promo_101118&amp;ut	https://amc.ama-assn.org/subscriptions?user_id=10221602&amp;mailing_id=38877&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_membershipdiscountspackages+_promo_101118&amp;utm_campaign=health+solutions+general+mar
0000000263	38878	HS_Symposium _EventPromo_101218	2018/10/12 15:01:40	Symposium	EventPromo	2966	470	3	49	7103	42	16	0	1	100		https://commerce.ama-assn.org/store/catalog/subcategorydetail.jsp?category_id=cat2280001&amp;navaction=jump&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_101218&amp;utm_campaign=health+sol	https://amc.ama-assn.org/subscriptions?user_id=10249564&amp;mailing_id=38878&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_101218&amp;utm_campaign=health+solutions+general+marketing~djs&am	https://itunes.apple.com/app/apple-store/id1355068050?pt=350698&amp;ct=email%20footer&amp;mt=8&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_101218&amp;utm_campaign=health+solutions+genera	https://play.google.com/store/apps/details?id=org.ama_assn.amaconnect&amp;referrer=utm_source%3demail%2520footer%26utm_medium%3demail&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs_symposium+_eventpromo_101218&a
0000000264	38909	HS _Channel_RiskAdjustment_Academic_101618	2018/10/16 10:01:31	Channel	RiskAdjustment	466	95	1	8	1598	29	20	0	1	100		http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_riskadjustment_academic_101618&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=10129934&amp;utm_effort=	https://app.svwps.com/americanmedicalassociation/ama/preferencecenter/autounsub.html?user_id=9871605&amp;amp;mailing_id=38909&amp;amp;addr1_unsb_hs_channel=off&amp;utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_cha	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_riskadjustment_academic_101618&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=12907209&amp;utm_effort=	http://info.commerce.ama-assn.org/instructor-request?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_riskadjustment_academic_101618&amp;utm_campaign=cm_academics_09242018&amp;utm_uid=8619134&amp;utm_effort=
0000000265	38910	HS _Channel_RiskAdjustment_Reseller_101618	2018/10/16 10:01:30	Channel	RiskAdjustment	146	9	0	0	183	80	6	         0	         0	100		https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_riskadjustment_reseller_101618&amp;utm_campaign=ch_resellers_09242018&amp;utm_uid=10319588&amp;utm_effort=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_riskadjustment_reseller_101618&amp;utm_campaign=ch_resellers_09242018&amp;utm_uid=12241286&amp;utm_effort=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_riskadjustment_reseller_101618&amp;utm_campaign=ch_resellers_09242018&amp;utm_uid=12684037&amp;utm_effort=	https://ama-assn.org/distributor-resources?utm_source=selligent&amp;utm_medium=email&amp;utm_term=%25m%25d%25y&amp;utm_content=hs+_channel_riskadjustment_reseller_101618&amp;utm_campaign=ch_resellers_09242018&amp;utm_uid=12684038&amp;utm_effort=
