RECSEQ	EMPPID	ORDER_NO	LINE_NO	CANCEL_DATE	CATALOG_ID	PROMO_CD	SHIPTO_CUSTID	BILLTO_CUSTID	PRODUCT_NO	QTY_CANCELLED	PRICE_EACH	TAX_EACH	OTHER_CHARGE	DISCOUNT_EACH	REASON_CODE	REASON_DESC	CAMPAIGN_CODE	DEMO_CODE	INSERT_DTM	UPDATE_DTM	PRODUCT_DESC	VENDOR_NUMBER	VENDOR_NAME	PRODUCT_COST	DISCONTINUED	THEME_CODE	PRODLINE_DESC	AMA_PROD_NO	PRODUCT_LINE	PROMO_DESC	QTY_MAILED
0000001247	0003800186	46077489	001020	2019/05/14 00:00:00	CIX	CIX	37745401	37745400	EB888820	0000000001	000054.41	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT PRO 2020 EB9781622028993	000000	*NONE	.00	N	4145AC36	Coding And Reimbursements	EB888820	3	ONLINE CATALOG ORD MEMBER	00498962
0000001248	0003847171	46090731	002000	2019/05/23 00:00:00	LPC	LPCC5419	78968347	78968347	OP533820	0000000002	000098.96	0000000000	0000000000	0000000000		NONE	LPC	C5419			OPTUM ICD10CM PROF FOR HOSP 209781622545209	000000	*NONE	63.77	N	4150BQ90	Coding And Reimbursements	OP533820	3		
0000001249	0003929496	46093385	001030	2019/06/14 00:00:00	CIX	CIX	37935405	37935405	AP142620	0000000001	000042.18	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142620	3	ONLINE CATALOG ORD MEMBER	00498962
0000001250	0003929496	46093385	001020	2019/06/14 00:00:00	CIX	CIX	37935405	37935405	AP500920	0000000001	000028.12	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500920	3	ONLINE CATALOG ORD MEMBER	00498962
0000001251	0003929496	46093385	001010	2019/06/14 00:00:00	CIX	CIX	37935405	37935405	AP888820	0000000001	000083.65	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT 2020 PROFESSIONAL EDITION	000000	*NONE	4.74	N	4150AC36	Coding And Reimbursements	AP888820	3	ONLINE CATALOG ORD MEMBER	00498962
0000001252	0003930224	46093525	001000	2019/10/01 00:00:00	CIX	CIX	37942636	37942636	EB888820	0000000001	000118.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT PRO 2020 EB9781622028993	000000	*NONE	.00	N	4145AC36	Coding And Reimbursements	EB888820	3	ONLINE CATALOG ORD MEMBER	00498962
0000001253	0003935657	46093214	002000	2019/06/05 00:00:00	THO	THOA10	01652491	01652491	EP054120	0000000001	000095.16	0000000000	0000000000	0000000000		NONE	THO	A10			CPT PRO 20209781622028986	000000	*NONE	4.74	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001254	0003935657	46093214	003000	2019/06/05 00:00:00	THO	THOA10	01652491	01652491	OP201420	0000000001	000087.16	0000000000	0000000000	0000000000		NONE	THO	A10			ICD10CM 2020 - GUIDELINES9781622029235	000000	*NONE	15.49	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000001255	0003935657	46093214	004000	2019/06/05 00:00:00	THO	THOA10	01652491	01652491	OP512920	0000000001	000067.96	0000000000	0000000000	0000000000		NONE	THO	A10			CPT CHANGES 20209781622029006	000000	*NONE	4.14	N	4150AC34	Coding And Reimbursements	OP512920	3		
0000001256	0003935657	46093214	005000	2019/06/05 00:00:00	THO	THOA10	01652491	01652491	OP595120	0000000001	000199.95	0000000000	0000000000	0000000000		NONE	THO	A10			OPTM CODING COMP PODIATRY 209781622545681	000000	*NONE	115.97	N	4150BP71	Coding And Reimbursements	OP595120	3		
0000001257	0003977984	46095055	001000	2019/08/26 00:00:00	4DI	4DIR1EX3	79734569	04905736	EB201420	0000000001	000064.32	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			ICD10CM 2020 EB9781622029242	000000	*NONE	.00	N	4145BQ44	Coding And Reimbursements	EB201420	3		
0000001258	0003977984	46095055	002000	2019/08/26 00:00:00	4DI	4DIR1EX3	79734569	04905736	EB888820	0000000001	000080.89	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			CPT PRO 2020 EB9781622028993	000000	*NONE	.00	N	4145AC36	Coding And Reimbursements	EB888820	3		
0000001259	0003983161	46086045	001000	2019/06/06 00:00:00	F1VM	F1VV218	55458932	33207825	OP258620	0000000001	000134.95	0000000000	0000000000	0000000000		NONE	F1V	V218			CPT CE 2020: CARDIOLOGY9781622029044	000000	*NONE	39.85	N	4150AC60	Coding And Reimbursements	OP258620	3		
0000001260	0004023677	46095233	003000	2019/08/06 00:00:00	4RE	4RESELL4	16283932	16283932	EB054120	0000000002	000061.57	0000000000	0000000000	0000000000		NONE	4RE	SELL4			CPT STANDARD 2020 EB9781622028979	000000	*NONE	.00	Y	4145AC35	Coding And Reimbursements	EB054120	3		
0000001261	0004023677	46095233	012000	2019/06/17 00:00:00	4RE	4RESELL4	16283932	16283932	OP535220	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	4RE	SELL4			OPTUM ICD10PCS EXP PHYS 209781622545445	000000	*NONE	66.67	N	4150BQ90	Coding And Reimbursements	OP535220	3		
0000001262	0004116256	46047600	001010	2019/01/25 00:00:00	CIX	CIX	37483649	37483649	NC120118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT 2019 Data File_PLA Q1 Updt	000000	*NONE	.00	Y	2654AAA	Coding And Reimbursements	NC120118	3	ONLINE CATALOG ORD MEMBER	00498962
0000001263	0004121152	45995824	001010	2019/01/25 00:00:00	AMA	AMAINT0	36921994	36921994	NC120118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	AMA	INT0			CPT 2019 Data File_PLA Q1 Updt	000000	*NONE	.00	Y	2654AAA	Coding And Reimbursements	NC120118	3		
0000001264	0004121441	46100969	009000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	AP142620	0000000001	000042.19	0000000000	0000000000	0000000000		NONE	THK	A12			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142620	3		
0000001265	0004121441	46100969	008000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	AP500920	0000000001	000028.12	0000000000	0000000000	0000000000		NONE	THK	A12			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500920	3		
0000001266	0004121441	46100969	007000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	AP888820	0000000001	000083.64	0000000000	0000000000	0000000000		NONE	THK	A12			CPT 2020 PROFESSIONAL EDITION	000000	*NONE	6.70	N	4150AC36	Coding And Reimbursements	AP888820	3		
0000001267	0004121441	46100969	002000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	EP054120	0000000005	000083.27	0000000000	0000000000	0000000000		NONE	THK	A12			CPT PRO 20209781622028986	861190	LSC COMMUNICATIONS	6.70	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001268	0004121441	46100969	012000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	OP108720	0000000001	000089.21	0000000000	0000000000	0000000000		NONE	THK	A12			AAB-HCPCS 20209781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP108720	3		
0000001269	0004121441	46100969	013000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	OP168220	0000000001	000110.46	0000000000	0000000000	0000000000		NONE	THK	A12			AAB-ICD10CM DOC 20209781622029280	000000	*NONE	29.00	N	4150BQ46	Coding And Reimbursements	OP168220	3		
0000001270	0004121441	46100969	003000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	OP201420	0000000005	000076.27	0000000000	0000000000	0000000000		NONE	THK	A12			ICD10CM 2020 - GUIDELINES9781622029235	433691	OPTUM360	15.79	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000001271	0004121441	46100969	010000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	OP201420	0000000001	000092.61	0000000000	0000000000	0000000000		NONE	THK	A12			ICD10CM 2020 - GUIDELINES9781622029235	433691	OPTUM360	15.79	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000001272	0004121441	46100969	004000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	OP231520	0000000001	000073.47	0000000000	0000000000	0000000000		NONE	THK	A12			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000001273	0004121441	46100969	011000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	OP231520	0000000001	000089.21	0000000000	0000000000	0000000000		NONE	THK	A12			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000001274	0004121441	46100969	005000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	OP512920	0000000001	000059.47	0000000000	0000000000	0000000000		NONE	THK	A12			CPT CHANGES 20209781622029006	000000	*NONE	4.14	N	4150AC34	Coding And Reimbursements	OP512920	3		
0000001275	0004121441	46100969	014000	2019/09/24 00:00:00	THK	THKA12	35394757	35394757	OP593220	0000000001	000189.95	0000000000	0000000000	0000000000		NONE	THK	A12			2020 Physician Fee & Coding Gd9781600991097	000000	*NONE	113.97	N	4150BP47	Coding And Reimbursements	OP593220	3		
0000001276	0004170576	46098393	014003	2019/07/03 00:00:00	4DI	4DIR1EX3	18441258	18441258	AP142620	0000000001	000029.53	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142620	3		
0000001277	0004170576	46098393	014002	2019/07/03 00:00:00	4DI	4DIR1EX3	18441258	18441258	AP500920	0000000001	000019.68	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500920	3		
0000001278	0004170576	46098393	014001	2019/07/03 00:00:00	4DI	4DIR1EX3	18441258	18441258	AP888820	0000000001	000058.56	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			CPT 2020 PROFESSIONAL EDITION	000000	*NONE	4.74	N	4150AC36	Coding And Reimbursements	AP888820	3		
0000001279	0004170576	46098393	020000	2019/07/03 00:00:00	4DI	4DIR1EX3	18441258	18441258	EP054120	0000000058	000083.27	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			CPT PRO 20209781622028986	000000	*NONE	4.74	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001280	0004170576	46098393	012000	2019/07/03 00:00:00	4DI	4DIR1EX3	18441258	18441258	OP201420	0000000058	000076.27	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			ICD10CM 2020 - GUIDELINES9781622029235	000000	*NONE	15.49	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000001281	0004170576	46098393	019000	2019/07/03 00:00:00	4DI	4DIR1EX3	18441258	18441258	OP231520	0000000006	000073.47	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000001282	0004170576	46098393	001000	2019/07/03 00:00:00	4DI	4DIR1EX3	18441258	18441258	OP287018	0000000002	000074.95	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			RISK ADJUST DOC AND CODING9781622027330	849061	CJK WEBCRAFTERS INC	5.45	N	4150AC69	Coding And Reimbursements	OP287018	3		
0000001283	0004170576	46098393	013000	2019/07/03 00:00:00	4DI	4DIR1EX3	18441258	18441258	OP490619	0000000001	000069.97	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			Netters Atlas CPT 3E9781640160354	000000	*NONE	17.00	N	4150AC33	Coding And Reimbursements	OP490619	3		
0000001284	0004170576	46098393	018000	2019/07/03 00:00:00	4DI	4DIR1EX3	18441258	18441258	OP512920	0000000002	000059.47	0000000000	0000000000	0000000000		NONE	4DI	R1EX3			CPT CHANGES 20209781622029006	000000	*NONE	4.14	N	4150AC34	Coding And Reimbursements	OP512920	3		
0000001285	0004210616	45923379	006000	2018/02/06 00:00:00	FZBM	FZBA10	37643237	37643237	OP059618	0000000001	000070.45	0000000000	0000000000	0000000000		NONE	FZB	A10			RBRVS 2018 PHYSICIANS GUIDE9781622026142	174812	PA HUTCHINSON	6.15	N	4150AC28	Coding And Reimbursements	OP059618	3		
0000001286	0004262060	46007527	001000	2018/10/11 00:00:00	TGH	TGHA12	70855364	70855364	OP231519	0000000001	000028.34	0000000000	0000000000	0000000000		NONE	TGH	A12			HCPCS 2019 SPIRAL9781622027798	000000	*NONE	12.60	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000001287	0004299745	46104488	007000	2019/07/22 00:00:00	THA	THAA10	80896119	62840411	EB201119	0000000001	000065.37	0000000000	0000000000	0000000000		NONE	THA	A10			ICD10PCS 2019  EB9781622027767	000000	*NONE	.00	N	4145BQ45	Coding And Reimbursements	EB201119	3		
0000001288	0004299745	46104488	007000	2019/07/22 00:00:00	THA	THAA10	80896119	62840411	EB201119	0000000001	000065.37	0000000000	0000000000	0000000000		NONE	THA	A10			ICD10PCS 2019  EB9781622027767	000000	*NONE	.00	N	4145BQ45	Coding And Reimbursements	EB201119	3		
0000001289	0004299745	46104488	009000	2019/07/22 00:00:00	THA	THAA10	80896119	62840411	EB201419	0000000001	000065.37	0000000000	0000000000	0000000000		NONE	THA	A10			ICD10CM 2019  EB9781622027743	000000	*NONE	.00	N	4145BQ44	Coding And Reimbursements	EB201419	3		
0000001290	0004299745	46104488	009000	2019/07/22 00:00:00	THA	THAA10	80896119	62840411	EB201419	0000000001	000065.37	0000000000	0000000000	0000000000		NONE	THA	A10			ICD10CM 2019  EB9781622027743	000000	*NONE	.00	N	4145BQ44	Coding And Reimbursements	EB201419	3		
0000001291	0004299745	46104488	006000	2019/07/22 00:00:00	THA	THAA10	80896119	62840411	EB231519	0000000001	000062.97	0000000000	0000000000	0000000000		NONE	THA	A10			HCPCS 2019 SPIRAL EB9781622027804	000000	*NONE	.00	N	4145BP36	Coding And Reimbursements	EB231519	3		
0000001292	0004299745	46104488	006000	2019/07/22 00:00:00	THA	THAA10	80896119	62840411	EB231519	0000000001	000062.97	0000000000	0000000000	0000000000		NONE	THA	A10			HCPCS 2019 SPIRAL EB9781622027804	000000	*NONE	.00	N	4145BP36	Coding And Reimbursements	EB231519	3		
0000001293	0004299745	46104488	008000	2019/07/22 00:00:00	THA	THAA10	80896119	62840411	EB888819	0000000001	000106.37	0000000000	0000000000	0000000000		NONE	THA	A10			CPT PRO 2019 EB9781622027538	000000	*NONE	.00	N	4145AC36	Coding And Reimbursements	EB888819	3		
0000001294	0004299745	46104488	008000	2019/07/22 00:00:00	THA	THAA10	80896119	62840411	EB888819	0000000001	000106.37	0000000000	0000000000	0000000000		NONE	THA	A10			CPT PRO 2019 EB9781622027538	000000	*NONE	.00	N	4145AC36	Coding And Reimbursements	EB888819	3		
0000001295	0004393778	46029475	001000	2019/07/11 00:00:00	AMA	AMAINT0	37308875	37308875	NC258818	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	AMA	INT0			CPT CE 2018: GEN SURG/GST NC9781622027071	000000	*NONE	36.50	N	4150AC61	Coding And Reimbursements	NC258818	3		
0000001296	0004405757	45929515	005000	2018/02/13 00:00:00	FYWM	FYWA10	30652203	30652203	OP059618	0000000001	000065.96	0000000000	0000000000	0000000000		NONE	FYW	A10			RBRVS 2018 PHYSICIANS GUIDE9781622026142	174812	PA HUTCHINSON	6.15	N	4150AC28	Coding And Reimbursements	OP059618	3		
0000001297	0004405757	46092949	002000	2019/07/10 00:00:00	THLM	THLA12	30652203	30652203	EP054120	0000000001	000083.11	0000000000	0000000000	0000000000		NONE	THL	A12			CPT PRO 20209781622028986	000000	*NONE	4.74	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001298	0004405757	46092949	006000	2019/07/10 00:00:00	THLM	THLA12	30652203	30652203	OP059620	0000000001	000112.75	0000000000	0000000000	0000000000		NONE	THL	A12			MEDICARE RBRVS 20209781622029327	000000	*NONE	4.95	N	4150AC28	Coding And Reimbursements	OP059620	3		
0000001299	0004405757	46092949	003000	2019/07/10 00:00:00	THLM	THLA12	30652203	30652203	OP201420	0000000001	000077.03	0000000000	0000000000	0000000000		NONE	THL	A12			ICD10CM 2020 - GUIDELINES9781622029235	000000	*NONE	15.49	N	4150BQ44	Coding And Reimbursements	OP201420	3		
0000001300	0004405757	46092949	007000	2019/07/10 00:00:00	THLM	THLA12	30652203	30652203	OP202220	0000000001	000077.85	0000000000	0000000000	0000000000		NONE	THL	A12			AAB-ICD10PCS 20209781622029266	000000	*NONE	14.46	N	4150BQ45	Coding And Reimbursements	OP202220	3		
0000001301	0004405757	46092949	004000	2019/07/10 00:00:00	THLM	THLA12	30652203	30652203	OP231520	0000000001	000075.15	0000000000	0000000000	0000000000		NONE	THL	A12			HCPCS 2020 SPIRAL9781622029303	000000	*NONE	10.92	N	4150BP36	Coding And Reimbursements	OP231520	3		
0000001302	0004405757	46092949	005000	2019/07/10 00:00:00	THLM	THLA12	30652203	30652203	OP512920	0000000001	000060.11	0000000000	0000000000	0000000000		NONE	THL	A12			CPT CHANGES 20209781622029006	000000	*NONE	4.14	N	4150AC34	Coding And Reimbursements	OP512920	3		
0000001303	0004433704	46084531	001000	2019/07/23 00:00:00	CIX	CIX	37817412	37817412	OP259820	0000000001	000179.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT CE 2020: ANESTHESIOLOGY9781622029037	000000	*NONE	39.85	N	4150AC66	Coding And Reimbursements	OP259820	3	ONLINE CATALOG ORD MEMBER	00498962
0000001304	0004451620	45947178	001000	2017/12/07 00:00:00	UNK	UNKMC	54990726	54990726	DL508818	0000000001	000199.95	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT/RVU 2018 DATA FILE SINGLE	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	DL508818	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001305	0004493813	45955995	002030	2018/05/03 00:00:00	UNK	UNKMC	35811362	35811362	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001306	0004493813	45955995	002040	2018/05/03 00:00:00	UNK	UNKMC	35811362	35811362	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001307	0004494337	45966017	001004	2018/05/03 00:00:00	UNK	UNKMC	61011514	61011514	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001308	0004494337	45966017	001005	2018/05/03 00:00:00	UNK	UNKMC	61011514	61011514	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001309	0004496022	45995775	001010	2019/01/25 00:00:00	AMA	AMAINT0	36921941	36921941	NC120118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	AMA	INT0			CPT 2019 Data File_PLA Q1 Updt	000000	*NONE	.00	Y	2654AAA	Coding And Reimbursements	NC120118	3		
0000001310	0004497844	45961161	002030	2018/05/03 00:00:00	UNK	UNKMC	35811355	35811355	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001311	0004497844	45961161	002040	2018/05/03 00:00:00	UNK	UNKMC	35811355	35811355	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001312	0004499035	45974035	001004	2018/05/03 00:00:00	UNK	UNKMC	63644569	63644569	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001313	0004499035	45974035	001005	2018/05/03 00:00:00	UNK	UNKMC	63644569	63644569	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001314	0004499046	46062615	004000	2019/05/17 00:00:00	UUV	UUVV419	75760891	75760891	DL531819	0000000001	001000.00	0000000000	0000000000	0000000000		NONE	UUV	V419			SNOMED CT CPT MAPS 2019	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	DL531819	3		
0000001315	0004499046	46062615	001000	2019/05/14 00:00:00	UUV	UUVV419	75760891	75760891	DL531819	0000000001	001000.00	0000000000	0000000000	0000000000		NONE	UUV	V419			SNOMED CT CPT MAPS 2019	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	DL531819	3		
0000001316	0004499046	46062615	003000	2019/05/16 00:00:00	UUV	UUVV419	75760891	75760891	DL531819	0000000001	001000.00	0000000000	0000000000	0000000000		NONE	UUV	V419			SNOMED CT CPT MAPS 2019	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	DL531819	3		
0000001317	0004500802	45964350	001003	2018/10/26 00:00:00	UNK	UNKMC	61279182	61279182	NC070218	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			MEDICARE RBRVS UPDATE 3	000000	*NONE	.00	Y	4145AC28	Coding And Reimbursements	NC070218	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001318	0004501857	46085266	002000	2019/05/17 00:00:00	THO	THOA10	78465061	78465061	OP258820	0000000001	000179.95	0000000000	0000000000	0000000000		NONE	THO	A10			CPT CE 2020: GEN SRG/GSTR9781622029051	000000	*NONE	39.85	N	4150AC61	Coding And Reimbursements	OP258820	3		
0000001319	0004501888	45922479	002000	2018/01/22 00:00:00	FZB	FZBA10	21555324	21555324	OP656218	0000000001	000179.95	0000000000	0000000000	0000000000		NONE	FZB	A10			OPTM CODE&PAY GUIDE LAB SRV 189781622543243	000250	OPTUM - CUST 130006	104.37	N	4150BP71	Coding And Reimbursements	OP656218	3		
0000001320	0004502007	46044340	001000	2019/02/01 00:00:00	CIX	CIX	37462038	37462037	OP214319	0000000001	000119.95	0000000000	0000000000	0000000000		NONE	CIX	UNK			AHA ICD10CM & PCS HB W ANS 199781556484377	712992	HEALTH FORUM	71.97	N	4150BQ90	Coding And Reimbursements	OP214319	3	ONLINE CATALOG ORD MEMBER	00498962
0000001321	0004502740	46008323	001010	2019/01/25 00:00:00	CIX	CIX	22936598	22936598	NC120118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	CIX	UNK			CPT 2019 Data File_PLA Q1 Updt	000000	*NONE	.00	Y	2654AAA	Coding And Reimbursements	NC120118	3	ONLINE CATALOG ORD MEMBER	00498962
0000001322	0004502837	45960963	002030	2018/05/03 00:00:00	UNK	UNKMC	35793135	35793135	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001323	0004502837	45960963	002040	2018/05/03 00:00:00	UNK	UNKMC	35793135	35793135	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001324	0004502838	45968371	002030	2018/05/03 00:00:00	UNK	UNKMC	35951184	03236983	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001325	0004502838	45968371	002040	2018/05/03 00:00:00	UNK	UNKMC	35951184	03236983	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001326	0004503684	46079264	001000	2019/10/22 00:00:00	THO	THOA10	60330491	60330491	EP054120	0000000007	000118.95	0000000000	0000000000	0000000000		NONE	THO	A10			CPT PRO 20209781622028986	861190	LSC COMMUNICATIONS	6.70	N	4150AC36	Coding And Reimbursements	EP054120	3		
0000001327	0004503684	46079264	002000	2019/10/22 00:00:00	THO	THOA10	60330491	60330491	OP512920	0000000004	000084.95	0000000000	0000000000	0000000000		NONE	THO	A10			CPT CHANGES 20209781622029006	000000	*NONE	4.14	N	4150AC34	Coding And Reimbursements	OP512920	3		
0000001328	0004506114	45956243	002030	2018/05/03 00:00:00	UNK	UNKMC	35766390	35766390	NC060118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q3 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC060118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001329	0004506114	45956243	002040	2018/05/03 00:00:00	UNK	UNKMC	35766390	35766390	NC090118	0000000001	000000.00	0000000000	0000000000	0000000000		NONE	UNK	MC			CPT 2018 Data File_PLA Q4 Updt	000000	*NONE	.00	N	2654AAA	Coding And Reimbursements	NC090118	3	UNKNOWN SOURCE CODE - MULTICHANNEL	00000000
0000001330	0004506544	45985132	001030	2018/10/02 00:00:00	CIX	CIX	36690657	36690655	OP231519	0000000001	000083.96	0000000000	0000000000	0000000000		NONE	CIX	UNK			HCPCS 2019 SPIRAL9781622027798	000000	*NONE	12.60	N	4150BP36	Coding And Reimbursements	OP231519	3	ONLINE CATALOG ORD MEMBER	00498962
0000001331	0004507259	45988672	007001	2018/07/26 00:00:00	TGK	TGKA12FS	31713990	31713990	EP054119	0000000003	000116.95	0000000000	0000000000	0000000000		NONE	TGK	A12FS			CPT PRO 20199781622027521	000000	*NONE	4.14	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001332	0004507259	45988672	010000	2018/07/26 00:00:00	TGK	TGKA12FS	31713990	31713990	OP108719	0000000002	000075.95	0000000000	0000000000	0000000000		NONE	TGK	A12FS			AAB-HCPCS 20199781622027798	000000	*NONE	.00	N	4150BP36	Coding And Reimbursements	OP108719	3		
0000001333	0004507259	45988672	007002	2018/07/26 00:00:00	TGK	TGKA12FS	31713990	31713990	OP201419	0000000003	000069.66	0000000000	0000000000	0000000000		NONE	TGK	A12FS			ICD10CM 2019 W_ GUIDELINES9781622027736	000000	*NONE	19.50	N	4150BQ44	Coding And Reimbursements	OP201419	3		
