RECSEQ	EMPPID	ORDER_NO	LINE_NO	RETURN_DATE	CATALOG_ID	PROMO_CD	SHIPTO_CUSTID	BILLTO_CUSTID	PRODUCT_NO	RETURNED_QTY	PRICE_EACH	TAX_EACH	OTHER_CHARGE	DISCOUNT	REASON_CODE	REASON_DESC	CAMPAIGN_CODE	DEMO_CODE	INSERT_DTM	UPDATE_DTM	PRODUCT_DESC	VENDOR_NUMBER	VENDOR_NAME	PRODUCT_COST	DISCONTINUED	THEME_CODE	PRODLINE_DESC	AMA_PROD_NO	PRODUCT_LINE	PROMO_DESC	QTY_MAILED
0000001370	0002990725	46057871	000100	2019/05/21 00:00:00	4WH	4WHOLE45	01846497	00410068	OP231519	0000000003	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			HCPCS 2019 SPIRAL9781622027798	522347	ELSEVIER	10.86	N	4150BP36	Coding And Reimbursements	OP231519	3		
0000001371	0002990725	46068909	000100	2019/03/08 00:00:00	4WH	4WHOLE45	01846497	00410068	AP142619	0000000001	000027.31	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142619	3		
0000001372	0002990725	46068909	000100	2019/03/08 00:00:00	4WH	4WHOLE45	01846497	00410068	AP500919	0000000001	000018.21	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500919	3		
0000001373	0002990725	46068909	000100	2019/03/08 00:00:00	4WH	4WHOLE45	01846497	00410068	AP888819	0000000001	000053.25	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			CPT 2019 PROFESSIONAL EDITION9781622028825	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	AP888819	3		
0000001374	0002990725	46072338	000100	2019/07/18 00:00:00	4WH	4WHOLE45	01846497	00410068	OP260019	0000000001	000098.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			CPT CE 2019: URO/NEPHROL9781622027644	373398	DECISION HEALTH	40.15	N	4150AC67	Coding And Reimbursements	OP260019	3		
0000001375	0002990725	46084540	000500	2019/06/11 00:00:00	4WH	4WHOLE45	01846497	00410068	OP201119	0000000001	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000001376	0002990725	46092422	000100	2019/07/08 00:00:00	4WH	4WHOLE45	01846497	00410068	OP201419	0000000005	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001377	0002990725	46092422	000100	2019/07/08 00:00:00	4WH	4WHOLE45	01846497	00410068	OP201419	0000000003	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001378	0002990725	46092422	000100	2019/07/08 00:00:00	4WH	4WHOLE45	01846497	00410068	OP201419	0000000004	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001379	0002990725	46092422	000100	2019/07/08 00:00:00	4WH	4WHOLE45	01846497	00410068	OP201419	0000000002	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001380	0002990725	46092422	000100	2019/07/08 00:00:00	4WH	4WHOLE45	01846497	00410068	OP201419	0000000004	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001381	0002990725	46092422	000100	2019/07/08 00:00:00	4WH	4WHOLE45	01846497	00410068	OP201419	0000000005	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001382	0002990725	46092422	000100	2019/07/08 00:00:00	4WH	4WHOLE45	01846497	00410068	OP201419	0000000003	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001383	0002990725	46092422	000100	2019/07/08 00:00:00	4WH	4WHOLE45	01846497	00410068	OP201419	0000000001	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001384	0002990725	46092687	000100	2019/06/17 00:00:00	4WH	4WHOLE45	01846497	00410068	OP210313	0000000001	000054.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			Guides Causation pub, 2E9781603598682	000393	VICTOR GRAPHICS	4.85	N	4150BQ77	Clinical	OP210313	8		
0000001385	0002990725	46098166	000100	2019/08/06 00:00:00	4WH	4WHOLE45	01846497	00410068	OP210313	0000000001	000054.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			Guides Causation pub, 2E9781603598682	000393	VICTOR GRAPHICS	4.85	N	4150BQ77	Clinical	OP210313	8		
0000001386	0002991469	46107386	000100	2019/08/02 00:00:00	4BO	4BOOK20	99218353	99218353	OP054118	0000000001	000074.36	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4BO	OK20			CPT STANDARD 2018 SOFTBOUND9781622025985	933044	DONNELLEY RECEIVABLES	2.95	N	4150AC35	Coding And Reimbursements	OP054118	3		
0000001387	0002991576	45951531	000300	2018/05/23 00:00:00	4WH	4WHOLE45	32494084	01378239	OP210313	0000000010	000054.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			Guides Causation pub, 2E9781603598682	000393	VICTOR GRAPHICS	4.65	N	4150BQ77	Clinical	OP210313	8		
0000001388	0002991576	45951531	000200	2018/04/16 00:00:00	4WH	4WHOLE45	32494084	01378239	OP324011	0000000001	000043.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			Return to Work Second Edition9781603595308	046009	MCNAUGHTON GUNN, INC	3.20	N	4150BP05	Clinical	OP324011	8		
0000001389	0002991576	45954829	000400	2018/04/16 00:00:00	4WH	4WHOLE45	32494084	01378239	OP210313	0000000002	000054.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			Guides Causation pub, 2E9781603598682	000393	VICTOR GRAPHICS	4.65	N	4150BQ77	Clinical	OP210313	8		
0000001390	0002991576	45965302	000100	2018/04/16 00:00:00	4WH	4WHOLE45	32494084	01378239	OP324011	0000000001	000043.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			Return to Work Second Edition9781603595308	046009	MCNAUGHTON GUNN, INC	3.20	N	4150BP05	Clinical	OP324011	8		
0000001391	0002991576	46020330	000100	2019/08/27 00:00:00	4WH	4WHOLE45	32494084	01378239	OP025400	0000000002	000109.86	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			GDES EVAL PERM IMPAIR,5TH ED9781579470852	000600	QUEBECOR WORLD BOOKS	9.05	N	4150BQ63	Clinical	OP025400	8		
0000001392	0002991576	46085267	000200	2019/05/07 00:00:00	4WH	4WHOLE45	32494084	01378239	OP025407	0000000005	000106.70	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4WH	OLE45			Gdes Eval Perm Impair, 6th ED9781579478889	166757	SHERIDAN BOOKS	4.47	N	4150BQ65	Clinical	OP025407	8		
0000001393	0002991576	46085267	000100	2019/05/07 00:00:00	4WH	4WHOLE45	32494084	01378239	OP102208	0000000001	000041.25	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4WH	OLE45			Guide Eval Functional Ability9781603590013	046009	MCNAUGHTON GUNN, INC	4.65	N	4150BP73	Clinical	OP102208	8		
0000001394	0002991576	46089794	000100	2019/06/11 00:00:00	4WH	4WHOLE45	32494084	01378239	OP025493	0000000001	000109.86	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			GUIDE TO EVAL.PERM.IMPRMT(4TH)9780899705538	000422	PORT CITY PRESS	13.10	N	4150BP61	Clinical	OP025493	8		
0000001395	0002991717	46050829	000400	2019/02/04 00:00:00	4AC	4ACAD20	01799889	01808016	OP535419	0000000016	000111.96	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	4AC	AD20			OPTUM CODERS DESKREFICD10PCS199781622544462	433691	OPTUM360	81.17	N	4150BP71	Coding And Reimbursements	OP535419	3		
0000001396	0002991802	46050440	000300	2019/02/22 00:00:00	CDR	CDR	35392838	35704798	OP025407	0000000001	000194.00	0000000000	0000000000	0000000000	R6	CUSTOMER ORDERED WRONG ITEM	CDR	UNK			Gdes Eval Perm Impair, 6th ED9781579478889	166757	SHERIDAN BOOKS	4.47	N	4150BQ65	Clinical	OP025407	8	WEB ORDER FORM	00000000
0000001397	0002991843	45926143	000200	2018/06/27 00:00:00	4WH	4WHOLE45	56990226	01882471	ER409618	0000000004	000012.07	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ERC-CPT & HCPCS MODIFIERS-'189781622026357	928261	BADGER PRESS	1.75	N	4150AC21	Coding And Reimbursements	ER409618	3		
0000001398	0002991843	45926143	000500	2018/06/21 00:00:00	4WH	4WHOLE45	56990226	01882471	ER448418	0000000012	000014.82	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ERC-I10CM 18-DENTAL9781622026388	976111	VISOGRAPHIC INC	1.05	N	4150BQ48	Coding And Reimbursements	ER448418	3		
0000001399	0002991843	45939564	000100	2018/04/11 00:00:00	4WH	4WHOLE45	56990226	01882471	OP054117	0000000032	000062.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			CPT STANDARD 2017 SOFTBOUND9781622023981	933044	DONNELLEY RECEIVABLES	2.39	N	4150AC35	Coding And Reimbursements	OP054117	3		
0000001400	0002991843	45947353	000100	2018/08/07 00:00:00	4WH	4WHOLE45	56990226	01882471	OP258618	0000000009	000098.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			CPT CE 2018: CARDIOLOGY9781622027064	035217	DECISION HEALTH	40.45	N	4150AC60	Coding And Reimbursements	OP258618	3		
0000001401	0002991843	45950205	000400	2018/08/07 00:00:00	4WH	4WHOLE45	56990226	01882471	OP258818	0000000006	000098.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			CPT CE 2018: GEN SURG/GASTRO9781622027071	035217	DECISION HEALTH	40.45	N	4150AC61	Coding And Reimbursements	OP258818	3		
0000001402	0002991843	45950205	000100	2019/08/27 00:00:00	4WH	4WHOLE45	56990226	01882471	OP259818	0000000012	000098.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			CPT CE 2018: ANESTHESIOLOGY9781622027125	035217	DECISION HEALTH	40.45	N	4150AC66	Coding And Reimbursements	OP259818	3		
0000001403	0002991843	45950205	000100	2019/01/31 00:00:00	4WH	4WHOLE45	56990226	01882471	OP259818	0000000009	000098.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			CPT CE 2018: ANESTHESIOLOGY9781622027125	035217	DECISION HEALTH	40.45	N	4150AC66	Coding And Reimbursements	OP259818	3		
0000001404	0002991843	45989333	000100	2018/10/02 00:00:00	4WH	4WHOLE45	56990226	01882471	OP201118	0000000021	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	51.25	N	4150BQ45	Coding And Reimbursements	OP201118	3		
0000001405	0002991843	46050652	000300	2019/02/12 00:00:00	4WH	4WHOLE45	56990226	01882471	OP201119	0000000012	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000001406	0002991917	45955815	000100	2018/02/26 00:00:00	4BO	4BOOK20	01804271	01804271	EP054118	0000000001	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000001407	0002991917	45956438	000200	2018/02/26 00:00:00	4BO	4BOOK20	01804271	01804271	AP054118	0000000003	000053.11	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT 2018 SOFTBOUND EDITION9781622027392	976111	VISOGRAPHIC INC	2.95	N	4150AC35	Coding And Reimbursements	AP054118	3		
0000001408	0002991917	45956438	000200	2018/02/26 00:00:00	4BO	4BOOK20	01804271	01804271	AP142618S	0000000003	000031.26	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT FULL 2018 CODE SET FOR APP	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142618S	3		
0000001409	0002991917	45956438	000200	2018/02/26 00:00:00	4BO	4BOOK20	01804271	01804271	AP500918S	0000000003	000017.99	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500918S	3		
0000001410	0002991917	45956438	000100	2018/02/26 00:00:00	4BO	4BOOK20	01804271	01804271	OP231518	0000000003	000079.96	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000001411	0002991917	45986683	000100	2018/09/24 00:00:00	4BO	4BOOK20	01804271	01804271	EP054118	0000000007	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000001412	0002991917	45988056	000100	2018/09/24 00:00:00	4BO	4BOOK20	01804271	01804271	EP054118	0000000015	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PROFESSIONAL 2018 SPIRAL9781622026005	861190	LSC COMMUNICATIONS	4.25	N	4150AC36	Coding And Reimbursements	EP054118	3		
0000001413	0002991917	46024961	000100	2019/02/27 00:00:00	4BO	4BOOK20	01804271	01804271	AP142619	0000000002	000033.62	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT QUICK REF W/FULL CODE SET	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP142619	3		
0000001414	0002991917	46024961	000100	2019/02/27 00:00:00	4BO	4BOOK20	01804271	01804271	AP500919	0000000002	000022.41	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT ASST ELECTRONIC 1 YEAR SUB	000000	*NONE	.00	N	4131AC52	Coding And Reimbursements	AP500919	3		
0000001415	0002991917	46024961	000100	2019/02/27 00:00:00	4BO	4BOOK20	01804271	01804271	AP888819	0000000002	000065.53	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT 2019 PROFESSIONAL EDITION9781622028825	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	AP888819	3		
0000001416	0002991917	46024961	000600	2019/02/27 00:00:00	4BO	4BOOK20	01804271	01804271	EP054119	0000000021	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001417	0002992148	45941528	000100	2019/02/12 00:00:00	4WH	4WHOLE45	00410221	00410221	OP231518	0000000070	000054.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000001418	0002992148	45958372	000100	2018/05/11 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201118	0000000010	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	16.20	N	4150BQ45	Coding And Reimbursements	OP201118	3		
0000001419	0002992148	45958372	000100	2018/04/11 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201118	0000000002	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	16.20	N	4150BQ45	Coding And Reimbursements	OP201118	3		
0000001420	0002992148	45986542	000400	2019/05/21 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000001	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001421	0002992148	45986542	000400	2018/08/01 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000001	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001422	0002992148	45987785	000200	2019/04/18 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000009	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001423	0002992148	45987785	000200	2019/01/04 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000008	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001424	0002992148	45987785	000200	2018/12/18 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000012	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001425	0002992148	45987785	000200	2018/12/07 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000027	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001426	0002992148	45987785	000300	2019/01/15 00:00:00	4WH	4WHOLE45	00410221	00410221	OP231518	0000000002	000054.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000001427	0002992148	45987785	000300	2019/01/04 00:00:00	4WH	4WHOLE45	00410221	00410221	OP231518	0000000001	000054.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			HCPCS 2018 SPIRAL9781622026128	787895	ELSEVIER	13.32	N	4150BP36	Coding And Reimbursements	OP231518	3		
0000001428	0002992148	45988369	000300	2018/10/02 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201118	0000000011	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10PCS 2018 CODEBOOK9781622026067	784010	OPTUMINSIGHT INC	51.25	N	4150BQ45	Coding And Reimbursements	OP201118	3		
0000001429	0002992148	45988399	000300	2019/01/31 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000005	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001430	0002992148	45988399	000300	2018/11/15 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000003	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001431	0002992148	45989872	000400	2019/05/07 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000001	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001432	0002992148	45989872	000400	2019/04/30 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000002	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001433	0002992148	45989872	000400	2019/04/05 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000007	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001434	0002992148	45989872	000400	2019/03/18 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000003	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001435	0002992148	45989872	000400	2018/10/15 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000010	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001436	0002992148	45989872	000400	2018/10/15 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000004	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001437	0002992148	45989872	000400	2018/09/20 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201418	0000000001	000057.72	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2018 CODEBOOK9781622026043	784010	OPTUMINSIGHT INC	18.30	N	4150BQ44	Coding And Reimbursements	OP201418	3		
0000001438	0002992148	46025037	000400	2019/06/17 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201119	0000000001	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000001439	0002992148	46025037	000400	2019/06/11 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201119	0000000001	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10PCS 2019 CODEBOOK9781622027750	000250	OPTUM - CUST 130006	14.17	N	4150BQ45	Coding And Reimbursements	OP201119	3		
0000001440	0002992148	46025037	000700	2019/07/08 00:00:00	4WH	4WHOLE45	00410221	00410221	OP221919	0000000001	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 GDLNS SEP BOOK9781622028870	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP221919	3		
0000001441	0002992148	46034455	000100	2019/10/16 00:00:00	4WH	4WHOLE45	00410221	00410221	OP103716	0000000001	000032.97	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			PRIN OF ICD-10-CM WRKBK 4TH ED9781622025572	174812	PA HUTCHINSON	5.39	N	4150BQ41	Coding And Reimbursements	OP103716	3		
0000001442	0002992148	46083285	000200	2019/07/10 00:00:00	4WH	4WHOLE45	00410221	00410221	OP201419	0000000001	000059.92	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			ICD10CM 2019 W_ GUIDELINES9781622027736	000250	OPTUM - CUST 130006	15.15	N	4150BQ44	Coding And Reimbursements	OP201419	3		
0000001443	0002992148	46092276	000200	2019/06/17 00:00:00	4WH	4WHOLE45	00410221	00410221	OP395119	0000000001	000149.25	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			MedL PERIPH & CARD CODER 20199781631512063	814880	MEDLEARN	139.30	N	4150BP47	Coding And Reimbursements	OP395119	3		
0000001444	0002992148	46100868	000500	2019/08/06 00:00:00	4WH	4WHOLE45	00410221	00410221	OP636019	0000000001	000058.27	0000000000	0000000000	0000000000	R22	Overstock	4WH	OLE45			MEDICOLEGAL PRACTICE9781622028849	174812	PA HUTCHINSON	3.85	N	4150BP81	Clinical	OP636019	8		
0000001445	0002992456	45987517	000100	2018/09/26 00:00:00	4BO	4BOOK20	42348347	42348347	OP054118	0000000002	000074.36	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT STANDARD 2018 SOFTBOUND9781622025985	933044	DONNELLEY RECEIVABLES	2.95	N	4150AC35	Coding And Reimbursements	OP054118	3		
0000001446	0002992456	46107082	000100	2019/10/15 00:00:00	4BO	4BOOK20	42348347	42348347	EP054119	0000000006	000093.56	0000000000	0000000000	0000000000	R22	Overstock	4BO	OK20			CPT PRO 20199781622027521	861190	LSC COMMUNICATIONS	4.79	N	4150AC36	Coding And Reimbursements	EP054119	3		
0000001447	0002992635	46132493	000100	2019/10/22 00:00:00	4RE	4RESELL4	03537551	01028630	OP501016	0000000002	000041.22	0000000000	0000000000	0000000000	R5	DID NOT WANT/DO NOT NEED	4RE	SELL4			PRINCIPLES OF CPT CODING 9E9781622025510	933044	DONNELLEY RECEIVABLES	13.75	N	4150AC24	Coding And Reimbursements	OP501016	3		
0000001448	0002993323	45930404	000700	2018/04/16 00:00:00	4RE	4RESELL4	44324691	33328969	OP054117	0000000001	000062.97	0000000000	0000000000	0000000000	R9	DAMAGED/DEFECTIVE	4RE	SELL4			CPT STANDARD 2017 SOFTBOUND9781622023981	933044	DONNELLEY RECEIVABLES	2.39	N	4150AC35	Coding And Reimbursements	OP054117	3		
0000001449	0002993323	45942019	001600	2018/04/16 00:00:00	4RE	4RESELL4	44324691	33328969	EP054117	0000000001	000078.17	0000000000	0000000000	0000000000	R9	DAMAGED/DEFECTIVE	4RE	SELL4			CPT PROFESSIONAL 2017 SPIRAL9781622024001	861190	LSC COMMUNICATIONS	4.34	N	4150AC36	Coding And Reimbursements	EP054117	3		
0000001450	0002993323	45944788	001600	2018/04/16 00:00:00	4RE	4RESELL4	44324691	33328969	ER454817	0000000001	000012.07	0000000000	0000000000	0000000000	R9	DAMAGED/DEFECTIVE	4RE	SELL4			ERC-CHRONIC17-SUBABUSE/DEMENTI9781622025824	928261	BADGER PRESS	.65	N	4150BQ48	Coding And Reimbursements	ER454817	3		
